,Unnamed: 0,Smiles,CorrectionEnergy
37,37,NC(Cc1ccc(O)c(O)c1)C(O)=O,-7.387839349629402
38,38,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,33.783615089632924
39,39,Nc1ccc(cc1)N=Nc2ccccc2,-41.38216069232959
40,40,NC(Cc1ccc(O)cc1)C(O)=O,-6.54267218530417
41,41,OCCS,28.506789270797967
42,42,NCCCCCC(O)=O,29.58538632172052
43,43,CNN,24.53654643512283
44,44,CC(N)=O,27.992189457944022
45,45,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O,9.30970915459551
46,46,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,47.40082467847014
47,47,COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1,-38.18553133029957
48,48,Nc1ncnc2n(cnc12)C3OC(CO[P](O)(O)=O)C(O)C3O,-30.62723099288576
49,49,Cc1cccc(Nc2ccccc2C(O)=O)c1C,-39.450930842603924
50,50,[Cl-].CN(C)c1ccc2nc3ccc(cc3[s+]c2c1)N(C)C,-58.471608194075635
51,51,Nc1[nH]ncn1,-7.844402071902174
52,52,CC(C)CC(N)C(O)=O,29.57046632172045
53,53,CC(C)(N)C(O)=O,28.35091930767014
54,54,C/C=C(/C)C(=O)O[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(O)C[C@H](O)[C@@]6(O)[C@@H](CN7C[C@@H](C)CC[C@H]7[C@@]6(C)O)[C@]5(O)C[C@]24O[C@]13O,46.315804855825384
55,55,CO[P](=O)(OC)OC=C(Cl)Cl,37.2583080018414
56,56,[Na+].[O-]C(=O)CF,26.158143786594227
57,57,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,25.794824190764448
58,58,COC(=O)C1=CCCN(C)C1,35.69340785156686
59,59,NC(Cc1ccccc1)C(O)=O,-5.519755020979332
60,60,CNC(=O)Oc1cccc(c1)C(C)C,-4.224978006928667
61,61,CCO,27.36215643512281
62,62,OC=O,28.80565811524391
63,63,CC(O)=O,29.04025662226892
64,64,CCC(C)C(C)(COC(N)=O)COC(N)=O,31.018209043992872
65,65,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(C)=O,-36.43180827062025
66,66,CSCCC(NC(C)=O)C(O)=O,33.2967678515667
67,67,N[C@@H](Cc1cc(I)c(O)c(I)c1)C(O)=O,-2.2706821853049064
68,68,c1cnc2c(c1)ccc3cccnc23,-64.32857356487618
69,69,Cc1ncc(CO)c(C=O)c1O,-6.474680692329727
70,70,[O-][N+](=O)c1oc(cc1)/C=N/N2CC(=O)NC2=O,8.38061971883269
71,71,CC(=O)N/N=C/c1oc(cc1)[N+]([O-])=O,6.767768188987645
72,72,CO,26.96582792809782
73,73,CC(C)O,27.83083494214791
74,74,CC(C)=O,30.97119229361899
75,75,C[S](C)=O,36.09251229361895
76,76,CN1C(=O)[C@]23CC4=CC=C[C@H](O)[C@H]4N2C(=O)[C@@]1(CO)SS3,45.19649359665928
77,77,OC(=O)CS,30.24628945794413
78,78,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,-3.1195072011957734
79,79,Nc1ccc(cc1)[S](=O)(=O)Nc2ncccn2,-35.986334833834675
80,80,O=C1N=CNc2nc[nH]c12,-29.37134904908072
81,81,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(O)=O,2.2355834095120883
82,82,OCC(O)C(O)C(O)C(O)CO,25.14965464159991
83,83,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,25.713484190764717
84,84,O=C1NC(=O)C2=C(N1)NC(=O)N2,-18.794087332088466
85,85,Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl,-36.86804087947717
86,86,[O-][N+](=O)c1ccc(F)c(c1)[N+]([O-])=O,-2.1340818478845733
87,87,NC(CC(N)=O)C(O)=O,28.365595166166273
88,88,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,41.03455273186359
89,89,NC(Cc1[nH]cnc1)C(O)=O,-2.9672906923297546
90,90,CCCO,27.94107494214787
91,91,NC1=CC=NC(=O)N1,-7.9154033777308115
92,92,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4,52.39273425478302
93,93,[Na+].CC(O)C([O-])=O,27.992585129294227
94,94,CC(O)C(N)C(O)=O,27.58134214334527
95,95,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,47.00881467847014
96,96,COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,-36.345055358400494
97,97,Oc1ccc2C(=O)c3ccccc3C(=O)c2c1O,-35.476094833834146
98,98,CCc1ccc(cc1)C(C(Cl)Cl)c2ccc(CC)cc2,-35.08935401569994
99,99,NC(Cc1c[nH]c2ccccc12)C(O)=O,-27.02183218530449
100,100,Nc1ncnc2nc[nH]c12,-37.30031923622644
101,101,CC[C@H](C)[C@H](N)C(O)=O,29.64748632172038
102,102,N[S](=O)(=O)c1cc2c(NC(Cc3ccccc3)N[S]2(=O)=O)cc1C(F)(F)F,-19.065066253072075
103,103,CCC1NC(=O)c2cc(c(Cl)cc2N1)[S](N)(=O)=O,6.264903710062526
104,104,NC(CCCN=C(N)N)C(O)=O,27.173430687242274
105,105,C,27.583315092422808
106,106,CC,28.199753599447842
107,107,C=C,32.310190950918944
108,108,C#C,-20.713199359240747
109,109,CN,25.908210763772868
110,110,C#N,-24.307992194915773
111,111,CCC,28.77357210647287
112,112,CC#C,-20.413240852215672
113,113,ClC=C,32.951560950919045
114,114,CCN,26.34992927079792
115,115,CC#N,-24.030583687890783
116,116,NC=O,27.74604095091907
117,117,ON=C,29.53441095091905
118,118,CSC,29.488456435122828
119,119,C1CO1,29.484433599447822
120,120,BrC(Br)Br,32.269035092422875
121,121,CC(C)Br,30.07098210647294
122,122,ClC(Cl)Br,31.0816050924227
123,123,CC(C)I,30.65403210647301
124,124,CC(C)N,26.970927777823018
125,125,IC(I)I,34.05937509242277
126,126,CC1CN1,28.768404942147953
127,127,C[As](C)(O)=O,36.38803796496903
128,128,CC(C)(C)N,27.378076284848166
129,129,CC(C)(C)O,28.210073449172892
130,130,CC(F)(F)Cl,27.29661359944807
131,131,FC(F)(F)F,24.606505092422694
132,132,C[S](O)(=O)=O,39.739172480765426
133,133,CC(C)(O)C#N,-23.796953838165585
134,134,FC(F)(F)CCl,26.70363359944817
135,135,OCC(F)(F)F,25.10772643512319
136,136,[O-]C(=O)C(Br)(Br)Br,34.452853786593664
137,137,CC(=O)C(C)(C)C,32.726237814695146
138,138,CC(C)(C)C(O)=O,30.757652143345343
139,139,CC(Cl)(Cl)C(O)=O,31.243775129294196
140,140,CC(O)C(Cl)(Cl)Cl,30.184274942148555
141,141,OC(=O)C(Cl)(Cl)Cl,31.97208662226903
142,142,OC(=O)C(F)(F)Cl,28.88976662226905
143,143,OC(=O)C(F)(F)F,27.34289662226892
144,144,FC(F)(Cl)C(Cl)(Cl)Cl,30.126913599448148
145,145,FC(Cl)(Cl)C(F)(Cl)Cl,30.204153599447764
146,146,FC(F)(F)C(F)(F)Cl,25.58977359944778
147,147,FC(F)(F)C(F)(F)F,24.12182359944804
148,148,CC1(C)C2CCC1(C)C(=O)C2,36.668986171445745
149,149,OC1(C(=O)NC(=O)NC1=O)C2(O)C(=O)NC(=O)NC2=O,35.36749844987352
150,150,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,51.78673299554634
151,151,CC(C)(CO)[N+]([O-])=O,30.59829214334522
152,152,CC(Cl)C(Cl)(Cl)C(O)O,29.161496284848933
153,153,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,47.7988178515663
154,154,COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,3.3588430352212697
155,155,CCOc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,3.819071542246036
156,156,Cc1cc(ccc1N)C(O)(c2ccc(N)cc2)c3ccc(N)cc3,-79.42074401570112
157,157,OC(c1ccccc1)(c2ccccc2)c3ccccc3,-73.22512953677536
158,158,CC1(C(=O)NC(=O)NC1=O)c2ccccc2,-1.0941876326382385
159,159,Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4,-71.86654800693117
160,160,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,39.590806582609154
161,161,N[S](=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,-26.966561961288907
162,162,CC(CO)(CO)[N+]([O-])=O,29.88472497901969
163,163,CCC(C)(O)CC,29.489090463224453
164,164,CCC(C)(O)C#C,-19.541632495464754
165,165,CCO[P](=O)(C#N)N(C)C,-18.77638812994336
166,166,NC(CO)(CO)CO,24.983744791874685
167,167,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,43.669438817171965
168,168,OC(=O)CC(O)(CC(O)=O)C(O)=O,32.49141953168659
169,169,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,36.88197057383758
170,170,CCC(CO)(CO)CO,28.08912613457507
171,171,[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,39.71581523990349
172,172,CCC(C)(CC)OC(N)=O,29.92708482874626
173,173,Cc1ccc(O[P](=O)(Oc2ccc(C)cc2)Oc3ccc(C)cc3)cc1,-69.94258532153071
174,174,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,32.233246058043164
175,175,CCCCO[P](=O)(CCCC)OCCCC,37.960755870896776
176,176,CCCCOCCO[P](=O)(OCCOCCCC)OCCOCCCC,38.540008255729276
177,177,CO[P](=S)(OC)SCc1nc(N)nc(N)n1,-10.01161084260491
178,178,CC1=CC(=O)CC(C)(C)C1,38.49554785156709
179,179,CC(C)(N=NC(C)(C)C#N)C#N,-72.04396123890638
180,180,CC(C)=CCCC(C)(O)C=C,39.33583919426758
181,181,BrCC(Br)Br,32.630663599447885
182,182,CC(Br)CBr,31.58670210647293
183,183,CCC(C)C,29.91184912052309
184,184,CC(=C)C=C,37.60425382346529
185,185,CC(C)CN,27.596286284848052
186,186,CC(C)C=O,31.953970800644175
187,187,CC(=C)C=O,35.833768152115205
188,188,CCC(C)Cl,29.818950613497858
189,189,CC(Cl)CCl,30.096712106473014
190,190,ClCC(Cl)=C,34.050829457943976
191,191,CC(=O)CCl,31.83760229361896
192,192,CC(O)CN,26.011180613498087
193,193,CCC(Cl)Cl,30.198272106472963
194,194,OC(=O)CBr,30.71504662226907
195,195,OC(=O)C=C,33.697502480765145
196,196,CNC(C)=O,28.801977964969048
197,197,NNC(N)=S,26.95787229361908
198,198,CC(=O)OO,31.17691945794396
199,199,BrC(Br)C(Br)Br,34.20102359944793
200,200,OC(=O)C(Cl)Cl,30.9872366222692
201,201,CC(C)[N+]([O-])=O,30.856550800644907
202,202,CC(C)(CO)C(O)C(=O)NCCC(O)=O,31.35427770129229
203,203,CC1(C)OC(=O)C[C@@H]1C([O-])=O,34.12604650886618
204,204,CC1(C)C2CCC(C2)C1=C,38.216513335770934
205,205,CC(C)(OO)c1ccccc1,-3.764018043800775
206,206,CC(C)c1sc(N[S](=O)(=O)c2ccc(N)cc2)nn1,-25.595984984108554
207,207,CC(C)(OOC(C)(C)c1ccccc1)c2ccccc2,-35.29601834435033
208,208,CCC(C)(C)c1ccc(O)cc1,-4.421093865425063
209,209,CC(C)(O)C1CCC(C)(O)CC1,31.175504491325913
210,210,CC1=CCC2CC1C2(C)C,38.54373333577108
211,211,CC(O)C(N)C(O)=O,27.63974214334516
212,212,CC(=O)C1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@]12C,48.80901445166353
213,213,CN1C(c2ccc(Cl)cc2)[S](=O)(=O)CCC1=O,11.732020874387047
214,214,CC(C)(CO)[C@@H](O)C(=O)NCCCO,29.63101751414649
215,215,CC(=O)c1c(C)c(c(c(c1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,5.169986395462813
216,216,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,41.715160941130144
217,217,Oc1cc(O)c2C(=O)c3ccccc3C(=O)c2c1O,-36.662441998159736
218,218,CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O,-57.798602148434725
219,219,CC(=O)CC(c1ccc(Cl)cc1)C2=C(O)Oc3ccccc3C2=O,-57.063302148433934
220,220,Oc1ccc(cc1)C(c2ccc(O)cc2)c3ccccc3C(O)=O,-72.86488517125507
221,221,COc1c2occc2c(OC)c3C(=O)C=C(C)Oc13,-47.03350218530484
222,222,Cc1ccc2C(=O)c3ccccc3C(=O)c2c1N,-35.20159632680857
223,223,O[S](=O)(=O)c1cccc2C(=O)c3cccc(c3C(=O)c12)[S](O)(=O)=O,-8.461685728504591
224,224,Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-1.4728974823637486
225,225,CN1CCN(CC1)C(c2ccccc2)c3ccccc3,-38.43692550867465
226,226,CN1N(c2ccccc2)C(=O)C(=C1C)N,-31.122132185304128
227,227,CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,6.152696545738479
228,228,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14,51.67752598150105
229,229,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,42.560098105461634
230,230,CN1C=CC(=O)c2ccccc12,-28.665582035029747
231,231,Oc1cccc2c(O)cccc12,-34.86057789352625
232,232,COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(C)=C,-28.91789827061785
233,233,O[P](O)(=O)O[C@H]1[C@H](O[P](O)(O)=O)[C@@H](O[P](O)(O)=O)[C@H](O[P](O)(O)=O)[C@@H](O[P](O)(O)=O)[C@H]1O[P](O)(O)=O,39.07612501311138
234,234,Cc1cc2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)CO)c2cc1C,-53.278853791692775
235,235,c1ccc(cc1)c2ccccc2c3ccccc3,-73.18091087947506
236,236,COc1ccc2nccc(C(=O)C3CC4CCN3CC4C=C)c2c1,-23.55489244898305
237,237,Oc1ccc2C(=O)c3cc(O)ccc3C(=O)c2c1,-35.468034833834494
238,238,O=C(OC1CCCCC1)c2ccccc2C(=O)OC3CCCCC3,5.566870236417799
239,239,O=C(Oc1ccccc1)c2ccccc2C(=O)Oc3ccccc3,-68.85263781978409
240,240,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,4.589415907767774
241,241,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,9.41931396394972
242,242,COc1c2C=CC(=O)Oc2cc3OC(C)(C)C=Cc13,-22.181912148433923
243,243,CN1C(=O)N(C)c2nc(Cl)[nH]c2C1=O,-21.83507617653405
244,244,OC(=O)c1ccccc1C(=O)c2ccc(Cl)cc2,-34.42696483383382
245,245,OC(=O)c1ccccc1C(=O)c2ccc(O)cc2,-36.13924199815922
246,246,Cc1cccc(NC(=O)c2ccccc2C(O)=O)c1,-37.076960655458265
247,247,Nc1ccc(c2cc(ccc12)[S](O)(=O)=O)[S](O)(=O)=O,-10.83020311684237
248,248,Nc1ccc(c2ccc(cc12)[S](O)(=O)=O)[S](O)(=O)=O,-10.927183116842173
249,249,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,-31.14166845775435
250,250,N#CC(c1ccccc1)c2ccccc2,-90.58710533113909
251,251,CO[P](=S)(OC)SCN1N=Nc2ccccc2C1=O,-25.252950655459784
252,252,OC(=O)c1cccc2cccnc12,-33.71372487070533
253,253,COc1cc(C=O)cc(OC)c1OC,-2.700516513954611
254,254,CC(C)CCOC(=O)c1ccccc1O,-2.7681823355788713
255,255,OCCOC(=O)c1ccccc1O,-5.011785020979432
256,256,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C([O-])=O,-25.38278781978323
257,257,Clc1ncnc2nc[nH]c12,-34.28194490757675
258,258,CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,-34.44868800692976
259,259,Cc1cccc(C)c1N,-7.286946550825533
260,260,Cc1cccc(Cl)c1O,-6.093477893526468
261,261,Oc1cccc(O)c1O,-9.09811072920094
262,262,OC(C(O)C(O)=O)C(O)=O,29.703602330490735
263,263,Brc1c(Br)c(Br)c(Br)c(Br)c1Br,2.739260763772989
264,264,ClN1C(=O)N(Cl)C(=O)N(Cl)C1=O,9.096289832236096
265,265,OCC(O)C(O)C(O)CO,25.509073298899764
266,266,Cc1cc(O)cc(C)c1Cl,-5.9440493865009225
267,267,Oc1c(Cl)cc(Cl)cc1Cl,-5.1004564005516935
268,268,CC(=O)c1sccc1,5.359292293619673
269,269,CC(C)(C)c1ccccc1O,-4.99563237245026
270,270,Oc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,-6.6598291993555705
271,271,OC(=O)c1ccccc1Br,-3.185757706380272
272,272,CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,-0.4682749841083478
273,273,Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-0.3096403180387313
274,274,NC(=O)c1ccccc1C(N)=O,-5.250520505183488
275,275,OC(=O)c1ccccc1C(O)=O,-3.054196176533821
276,276,COc1ccc(OC)c(c1)[N+]([O-])=O,-3.803467856654507
277,277,OC(=O)Cc1ccccc1C(O)=O,-2.7683376695091937
278,278,Nc1ccc(Cl)cc1[N+]([O-])=O,-5.671804870705444
279,279,Oc1ccc(Cl)cc1[N+]([O-])=O,-4.444107706381018
280,280,OCC(O)C(O)C1OC(=O)C(O)C1O,28.91778050009529
281,281,CC(C)c1cc(Cl)c(C)cc1O,-4.652182372450199
282,282,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,32.44968165565075
283,283,CC(C)C1CCC(C)CC1=O,35.775359007121665
284,284,OC(=O)c1ccc(O)cc1O,-6.823812035030202
285,285,COc1ccccc1N,-8.280232222176195
286,286,Brc1cccc2ccccc12,-31.39782356487619
287,287,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1,35.555374190776746
288,288,COC(=CC(O)=O)C(=O)C(C)=C,42.23331539018381
289,289,OCC1OC(=O)C(O)C(O)C1O,29.19542915739534
290,290,CN(C)c1ccc(cc1)C(=O)c2ccc(cc2)N(C)C,-37.75494099287866
291,291,N#Cc1ccccc1C#N,-109.37807679685372
292,292,C1CCC2CCCCC2C1,33.81865598430014
293,293,c1ccc2nccnc2c1,-37.70615923622634
294,294,Nc1ccc2ccccc2c1,-35.04208789352592
295,295,Nc1nc(N)nc(n1)c2ccccc2,-52.01500222217578
296,296,CN(C)CCN(Cc1sccc1)c2ccccn2,-34.178479687049645
297,297,Oc1ccc(cc1O)c2ccccc2,-41.70022938650099
298,298,c1ccc(cc1)c2cccc(c2)c3ccccc3,-73.23649087947531
299,299,[Cl-].CN(C)c1ccc2nc3cc(C)c(N)cc3[s+]c2c1,-62.17275670110071
300,300,Oc1cc2ccccc2cc1O,-34.83571789352605
301,301,CCN(CCO)c1ccccc1,-6.355546701099853
302,302,Nc1ccc2cc3ccc(N)cc3nc2c1,-66.25463938650071
303,303,CC(=O)c1ccc(cc1)c2ccccc2,-36.35638785665417
304,304,[O-][N+](=O)c1ccc(cc1)c2ccccc2,-37.57118636367992
305,305,COc1ccc(OC)c(C=O)c1,-3.040357856654623
306,306,CC(=O)c1ccc2ccccc2c1,-29.481106363679288
307,307,OC(=O)c1ccc2ccccc2n1,-33.59588487070545
308,308,COc1ccccc1OCC(O)CO,-6.716173865424935
309,309,COc1ccc(CC=C)cc1OC,-0.5066236782793538
310,310,Cc1ccc2ccc(C)nc2c1,-34.581479386500895
311,311,ClCC(=O)N(CC=C)CC=C,40.57679520303803
312,312,OC(=O)CCCOc1cc(Cl)c(Cl)cc1Cl,-1.5458293496295568
313,313,CC(=O)CC(=O)c1ccccc1,0.6853051661664864
314,314,O=C(OC(=O)c1ccccc1)c2ccccc2,-34.91946483383411
315,315,CC(C)OC(=O)COc1ccc(Cl)cc1Cl,-1.2195908426045603
316,316,CC(C)COC(=O)c1ccc(N)cc1,-4.411308006928664
317,317,CCOc1ccc(cc1)C(=O)OCCN(CC)CC,-1.9586511431533893
318,318,CCCCOC(=O)c1ccc(N)cc1,-4.352768006929125
319,319,[I-].CN1C=CC=C\C1=C/[NH+]=O,45.74957971883385
320,320,CCCCOC(=O)COc1ccc(Cl)cc1Cl,-0.4536123355788675
321,321,Cc1cc(Cl)ccc1OCCCC(O)=O,-2.69238084260482
322,322,Clc1ccc(OCCOC(=O)c2ccccc2)c(Cl)c1,-35.716023678280436
323,323,CCCC(O)C(CC)CO,29.96306031295045
324,324,CCN(CC)C(=S)SCC(Cl)=C,40.152740687242215
325,325,CCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CC,39.056711428838895
326,326,C\C(NO)=C(/C)N=O,33.30008233049133
327,327,Cc1ccc(N)cc1C,-7.559356550825554
328,328,Cc1ccc(Cl)c(Cl)c1,-4.490320729201373
329,329,Oc1ccc(Cl)c(Cl)c1,-5.739446400551613
330,330,CCOC(=O)C(=O)OCC,33.54596367319123
331,331,ClCC(Br)CBr,32.4271921064732
332,332,OCC(Br)CBr,30.98273494214854
333,333,ClCC(Cl)CCl,30.914962106473368
334,334,CCC(N)CO,26.60206912052327
335,335,OCC(O)CCl,27.743717777823807
336,336,CC\C(C)=N\O,30.94089647199418
337,337,COC(=O)CCl,31.067985129294637
338,338,CC1CCCO1,29.843259120523
339,339,O=C1CCCO1,31.31783080064467
340,340,O=C1OCCO1,30.126695129294443
341,341,CC(O[P](C)(F)=O)C(C)(C)C,34.107400500096304
342,342,CC(C)(C)c1ccc(O)c(c1)C(C)(C)C,-2.7789583443488373
343,343,CC(C)N(CCO)C(C)C,29.48448314862556
344,344,CC(C)[C@H](NC(C)=O)C(O)=O,31.963125015892032
345,345,CN1CCCCC1C(=O)Nc2c(C)cccc2C,-2.0883239788279866
346,346,COc1ccc(N)c(c1)[N+]([O-])=O,-6.266913528005034
347,347,Oc1c(Cl)cc(Cl)cc1Sc2cc(Cl)cc(Cl)c2O,-37.810846550826575
348,348,Cc1ccccc1N=Nc2ccc(N)c(C)c2,-40.67209367827883
349,349,NC(=O)NC1NC(=O)NC1=O,27.732631024662513
350,350,CCCC(C)C(O)=O,31.38845065037036
351,351,CCOC(=O)C(C)O,30.257034979020354
352,352,OC(=O)CC(=C)C(O)=O,35.701422517637035
353,353,CC(C)COC(=O)C(C)C,32.83843766442121
354,354,CCC(CC)CO,29.809400463224282
355,355,OCC1CCCO1,29.031171956199287
356,356,OCc1occc1,0.2729264351235656
357,357,Nc1cccc(c1)C(F)(F)F,-10.193725057850926
358,358,CC(C)(C)c1ccc(O)c(O)c1,-5.984579536775158
359,359,COc1ccc(cc1N)[S](O)(=O)=O,3.722475166165864
360,360,Nc1cc(ccc1C(O)=O)[S](O)(=O)=O,5.0412553533119535
361,361,CC(C)(C)C1CCC(O)CC1,32.582491655650806
362,362,CC1=CC[C@@H](CC1)C(C)(C)O,35.86843900712178
363,363,Cl[S](=O)(=O)c1ccc(I)cc1,9.868975316440642
364,364,CC(N)c1ccccc1,-7.031066550825614
365,365,CC(O)c1ccccc1,-6.128519386500841
366,366,ClC(Cl)c1ccccc1,-4.280590729201322
367,367,OC(=O)c1ccccn1,-7.009330542055551
