,Smiles,Energy
196,C1CC[C@H](NC1)c2cccnc2,-1789.66991
197,CO[P](=S)(OC)Oc1ccc(c(Cl)c1)[N+]([O-])=O,-3385.65914
198,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-2892.26627
199,CN=C=S,-648.45269
200,CCO[P](=S)(OCC)SCS[P](=S)(OCC)OCC,-3647.22583
201,CCCCOC(N)=O,-1540.44413
202,COC(N)=O,-1090.44081
203,CCCOC(N)=O,-1390.46322
204,CCC(=O)Nc1ccc(Cl)c(Cl)c1,-2242.88679
205,CO[P](=S)(OC)SCN1C(=O)c2ccccc2C1=O,-3411.56342
206,CCCN(CCC)C(=O)SCC,-2021.40594
207,CCO[P](=S)(OCC)SCSc1ccc(Cl)cc1,-3133.1494
208,CCNc1nc(NC(C)C)nc(SC)n1,-2443.56465
209,CCNc1nc(NC(C)(C)C)nc(SC)n1,-2593.62714
210,COC1=NN(CS[P](=S)(OC)OC)C(=O)S1,-3146.10275
211,CO[P](=S)(OC)SCSc1ccc(Cl)cc1,-2832.88481
212,ClC1=C(Cl)C2(Cl)[C@H]3CO[S](=O)OC[C@H]3[C@]1(Cl)C2(Cl)Cl,-3849.93154
213,CO[P](=O)(OC)OC(=C/Cl)/c1cc(Cl)c(Cl)cc1Cl,-3776.62346
214,[Cl-].C[N+](C)(C)CCCl,-1504.37931
215,CCNc1nc(NCC)nc(SC)n1,-2293.61633
216,ClC1C2OC2C3C1C4(Cl)C(=C(Cl)C3(Cl)C4(Cl)Cl)Cl,-3457.66597
217,CNC(=O)Oc1cccc(C)c1,-2031.01319
218,CNC(=O)Oc1cccc2CC(C)(C)Oc12,-2748.86822
219,CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,-4944.41218
220,COc1nc(NC(C)C)nc(NC(C)C)n1,-2711.80597
221,CNC(=O)O\N=C\C(C)(C)[S](C)(=O)=O,-2778.26835
222,NC1=C(Cl)C(=O)N(N=C1)c2ccccc2,-2456.12333
223,CON(C)C(=O)Nc1ccc(Cl)cc1,-2482.75609
224,[O-][N+](=O)c1ccc(Oc2ccc(Cl)cc2Cl)cc1,-3170.8178
225,[O-][N+](=O)c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,-3424.22179
226,COC(=O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)C(=O)OC,-3558.11378
227,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl,-2421.1257
228,CCNc1nc(Cl)nc(NC(C)C)n1,-2370.13404
229,CCNc1nc(Cl)nc(n1)N(CC)CC,-2519.79923
230,COc1c(Cl)ccc(Cl)c1C(O)=O,-2483.26975
231,CC(C)N(C(=O)CCl)c1ccccc1,-2288.80117
232,CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2530.26426
233,CCO[P](=S)(Oc1ccc(cc1)[N+]([O-])=O)c2ccccc2,-3627.32964
234,CO[P](=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-3087.73454
235,CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-3442.54554
236,CCSC(=O)N1CCCCCC1,-1994.05702
237,CCCC(C)C(=O)Nc1ccc(C)c(Cl)c1,-2589.49974
238,CCO[P](=S)(OCC)SCN1C(=O)Oc2cc(Cl)ccc12,-3842.11163
239,CC(C)(C)c1ccc(OC2CCCCC2O[S](=O)OCC#C)cc1,-4041.33763
240,CNC(=O)Oc1ccc(C)c(C)c1,-2181.11309
241,CO[P](=S)(OC)Oc1ccc(cc1Cl)[N+]([O-])=O,-3385.63902
242,CNC(=O)Oc1cc(C)cc(c1)C(C)C,-2481.06631
243,CNC(=O)Oc1ccccc1C(C)C,-2330.88261
244,CO[P](=S)(OC)Oc1ccc(cc1)C#N,-2666.62259
245,CCO[P](=S)(OCC)SCN1N=Nc2ccccc2C1=O,-3665.14221
246,CNC(=O)Oc1cc(C)cc(C)c1,-2181.17992
247,CCO[P](=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,-3482.14875
248,CON(C)C(=O)Nc1ccc(Br)cc1,-2438.27369
249,COC(=O)N[S](=O)(=O)c1ccc(N)cc1,-2848.65221
250,CO[P](=S)(OC)Oc1ccc(Sc2ccc(O[P](=S)(OC)OC)cc2)cc1,-4893.13107
251,CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,-2582.87451
252,CCC(C)c1ccccc1OC(=O)NC,-2480.79203
253,CO[P]1(=S)OCc2ccccc2O1,-2344.91089
254,CCO[P](=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,-3387.76292
255,CO[P](=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,-3181.89866
256,CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,-2512.30822
257,CC(C)Nc1nc(N)nc(Cl)n1,-2070.34867
258,CSc1nc(NC(C)C)nc(NC(C)C)n1,-2593.53741
259,CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,-2589.25159
260,CCCO[P](=O)(OCCC)Oc1ccc(SC)cc1,-3417.19774
261,CO[P](N)(=O)SC,-1484.89595
262,CCO[P](=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-4115.19007
263,CCO[P](=S)(Oc1ccc(cc1)C#N)c2ccccc2,-3161.73572
264,CCO[P](=S)(OCC)SCSC(C)(C)C,-2688.67011
265,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-2691.74972
266,CCO[P](=S)(OCC)O\N=C(C#N)\c1ccccc1,-3288.01214
267,[O-][N+](=O)c1ccc(Oc2ccc(cc2[N+]([O-])=O)C(F)(F)F)cc1,-4931.07649
268,CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-2339.03757
269,CCc1cccc(CC)c1N(COC)C(=O)CCl,-3034.07201
270,CNC(=O)O\N=C(/C)SC,-1887.94645
271,CCO[P](=O)(Sc1ccccc1)Sc2ccccc2,-3043.62941
272,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,-3593.5383
273,CO[P](=S)(OC)Oc1cc(Cl)c(I)cc1Cl,-3088.61024
274,CC(C)Oc1cc(N2N=C(OC2=O)C(C)(C)C)c(Cl)cc1Cl,-3877.26143
275,COc1ccc(NC(=O)N(C)C)cc1Cl,-2633.66815
276,CSC1=NN=C(C(=O)N1N)C(C)(C)C,-2387.62658
277,CO[P](=S)(Oc1cc(Cl)c(Br)cc1Cl)c2ccccc2,-3432.66462
278,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-2664.82391
279,CCO[P](=O)(NC(C)C)Oc1ccc(SC)c(C)c1,-3321.51323
280,CNC(=O)O\N=C(SC)\C(=O)N(C)C,-2655.58028
281,CCO[P](=S)(OCC)Oc1cc(C)nc(n1)N(CC)CC,-3721.35814
282,CCO[P](=S)(OCC)Oc1ncn(n1)c2ccccc2,-3488.3353
283,CCCO[P](=S)(OCCC)SCC(=O)N1CCCCC1C,-3702.50038
284,CC(C)N1C(=O)c2ccccc2N[S]1(=O)=O,-2826.00558
285,CCO[P](=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-3889.47772
286,CC(C)O[P](=O)(OC(C)C)SCc1ccccc1,-3121.89508
287,Clc1c(Cl)c(Cl)c2C(=O)OCc2c1Cl,-2667.49701
288,CCN(CC)C(=O)SCc1ccc(Cl)cc1,-2615.87161
289,CCN(CC)c1nc(C)cc(O[P](=S)(OC)OC)n1,-3421.13978
290,CO[P](=O)(NC(C)=O)SC,-2053.61576
291,CC12CC1(C)C(=O)N(C2=O)c3cc(Cl)cc(Cl)c3,-3055.70726
292,CCNc1nc(NC(C)(C)C)nc(OC)n1,-2711.70377
293,CC(C)c1ccc(NC(=O)N(C)C)cc1,-2385.34346
294,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,-4002.45718
295,CCO[P](=O)(OCC)SCN1N=Nc2ccccc2C1=O,-3783.76936
296,CCCS[P](=O)(OCC)Oc1ccc(Br)cc1Cl,-3284.16024
297,CCO[P](=S)(OCC)Oc1nn(C(C)C)c(Cl)n1,-3400.80201
298,COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+]([O-])=O,-4033.96624
299,CCOc1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,-5019.42119
300,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,-3350.38771
301,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,-3252.7168
302,COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,-3868.5574
303,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(Cl)cc3,-4705.63625
304,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-4562.50839
305,CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OCc2cccc(Oc3ccccc3)c2,-4267.72015
306,CC(C)(C)C(O)C(Oc1ccc(cc1)c2ccccc2)n3cncn3,-3914.99876
307,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n2cncn2,-3377.70202
308,COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C,-3493.70242
309,CSC(/C)=N/OC(=O)N(C)SN(C)C(=O)O\N=C(/C)SC,-3925.94066
310,CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12,-4588.69799
311,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n2ccnc2,-4008.0033
312,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3,-5801.76129
313,Nc1c(Cl)c(Oc2ccccc2)ccc1[N+]([O-])=O,-3117.33832
314,COC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(C)cc(C)n2,-4457.1902
315,COC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(C)nc(OC)n2,-4801.84422
316,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n2cncn2,-3486.45966
317,COC(=O)c1ccccc1C[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2,-5197.30207
318,Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F,-5160.04307
319,CCOC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(Cl)cc(OC)n2,-5005.35266
320,c1ccc(cc1)c2ccccc2,-1608.38371
321,Brc1ccc(cc1)c2ccccc2,-1817.34808
322,Cc1ccc(cc1)c2ccccc2,-1758.54248
323,Clc1cccc(c1)c2cccc(Cl)c2,-2115.50786
324,Clc1ccc(cc1)c2ccc(Cl)cc2,-2115.5206
325,Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-4143.01445
326,Clc1ccccc1c2ccccc2,-1861.99067
327,Clc1cccc(c1)c2ccccc2,-1861.95218
328,Clc1ccc(cc1)c2ccccc2,-1861.95703
329,Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl,-3636.34679
330,Clc1ccc(c(Cl)c1)c2ccc(Cl)cc2Cl,-2622.62842
331,Clc1ccc(cc1Cl)c2ccccc2,-2115.40986
332,Clc1ccc(cc1)c2ccc(Cl)cc2Cl,-2369.07219
333,Clc1ccccc1c2ccccc2Cl,-2115.59947
334,Clc1cc(Cl)c(cc1Cl)c2ccccc2,-2368.93649
335,Clc1cccc(Cl)c1c2c(Cl)cccc2Cl,-2622.74118
336,Clc1cccc(c2ccccc2)c1Cl,-2115.44971
337,Clc1ccc(cc1)c2cc(Cl)ccc2Cl,-2369.07215
338,Clc1c(Cl)c(Cl)c(c2ccccc2)c(Cl)c1Cl,-2875.72504
339,Clc1cccc(c1)c2ccccc2Cl,-2115.55044
340,Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)cc2Cl,-2875.92532
341,Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2,-2622.51361
342,Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,-2622.50974
343,Clc1ccc(cc1Cl)c2ccc(Cl)c(Cl)c2,-2622.4095
344,Clc1ccc(cc1)c2cc(Cl)c(Cl)cc2Cl,-2622.48914
345,Clc1ccc(cc1)c2ccc(Cl)c(Cl)c2Cl,-2622.44064
346,Clc1cccc(Cl)c1c2ccccc2,-2115.55515
347,Clc1ccc(c(Cl)c1)c2ccccc2,-2115.51327
348,Clc1cc(c2ccccc2)c(Cl)c(Cl)c1Cl,-2622.29077
349,Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl,-3129.68451
350,Clc1ccc(Cl)c(c1)c2ccccc2,-2115.51441
351,Clc1ccc(cc1)c2ccccc2Cl,-2115.55665
352,Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl,-3129.44478
353,Clc1ccc(c(Cl)c1Cl)c2cc(Cl)c(Cl)cc2Cl,-3129.40978
354,Clc1cc(Cl)c(c(Cl)c1)c2ccccc2,-2369.03678
355,Clc1ccc(Cl)c(c1)c2cc(Cl)ccc2Cl,-2622.63097
356,Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-3129.38656
357,Brc1ccc(c(Br)c1Br)c2ccc(Br)c(Br)c2Br,-2861.75316
358,Clc1ccc(Cl)c(c1)c2ccccc2Cl,-2369.11226
359,Clc1ccc(c(Cl)c1)c2ccccc2Cl,-2369.11728
360,Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)cc2Cl,-2876.04542
361,Clc1ccc(Cl)c(c1)c2c(Cl)ccc(Cl)c2Cl,-2876.09518
362,Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)cc2Cl,-2876.04879
363,Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2Cl,-2875.99595
364,Clc1ccc(cc1Cl)c2c(Cl)ccc(Cl)c2Cl,-2875.97205
365,Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl,-3129.3601
366,Clc1ccc(Cl)c(c1Cl)c2c(Cl)ccc(Cl)c2Cl,-3129.57225
367,Clc1ccccc1c2c(Cl)cccc2Cl,-2369.16978
368,Clc1ccc(cc1)c2c(Cl)cccc2Cl,-2369.11463
369,Clc1cccc(c1Cl)c2ccccc2Cl,-2369.05249
370,Clc1cccc(c1)c2cc(Cl)ccc2Cl,-2369.06178
371,Clc1ccc(cc1)c2cccc(Cl)c2Cl,-2369.00988
372,Clc1ccc(cc1Cl)c2ccccc2Cl,-2369.0003
373,Clc1ccc(cc1)c2ccc(Cl)c(Cl)c2,-2368.96759
374,Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,-2622.50034
375,Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl,-2622.56976
376,Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl,-2622.63515
377,Clc1cccc(c1Cl)c2cc(Cl)c(Cl)cc2Cl,-2875.97393
378,Clc1ccc(c(Cl)c1Cl)c2ccccc2Cl,-2622.48252
379,Clc1cccc(c1Cl)c2c(Cl)ccc(Cl)c2Cl,-2876.0353
380,Clc1ccc(Cl)c(c1)c2cc(Cl)cc(Cl)c2Cl,-2876.02931
381,Clc1cc(Cl)c(Cl)c(c1)c2c(Cl)ccc(Cl)c2Cl,-3129.50198
382,Clc1cccc(c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-3129.33069
383,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,-2618.16354
384,c1ccc2c(c1)ccc3cc4c(ccc5ccccc45)cc23,-2890.66856
385,Cc1ccc2cc3c(ccc4ccccc34)c5CCc1c25,-2795.2793
386,c1ccc2cc3c(ccc4ccccc34)cc2c1,-2372.30502
387,Cc1c2ccccc2c(C)c3c4ccccc4ccc13,-2672.15271
388,c1cnc2c(c1)ccc3cccnc23,-1953.34097
389,C1Cc2cccc3cccc1c23,-1608.68558
390,c1ccc2c(c1)ccc3ccccc23,-1854.14466
391,C1c2ccccc2c3ccccc13,-1731.3194
392,[nH]1c2ccccc2c3ccccc13,-1781.16631
393,c1ccc2cc3cc4ccccc4cc3cc2c1,-2372.09755
394,c1ccc2cc3ccccc3cc2c1,-1853.92809
395,c1cc2ccc3cccc4ccc(c1)c2c34,-2099.94909
396,s1c2ccccc2c3ccccc13,-1758.52743
397,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-2864.15961
398,c1cc2cccc3c4cccc5cccc(c(c1)c23)c45,-2618.09104
399,c1ccc2c(c1)c3cccc4cccc2c34,-2099.2445
400,c1cc2cccc3C=Cc(c1)c23,-1580.57486
401,c1ccc2cc3c4ccccc4c5ccccc5c3cc2c1,-2890.61705
402,c1ccc2c(c1)c3ccccc3c4ccccc24,-2372.42411
403,c1ccc2c(c1)ccc3c4ccccc4ccc23,-2372.39823
404,c1ccc2c(c1)ccc3cc4ccc5ccccc5c4cc23,-2890.66525
405,c1cnc2c(c1)ccc3ncccc23,-1953.61988
406,C1c2ccccc2c3ccc4ccccc4c13,-2249.52783
407,C1c2ccccc2c3cc4ccccc4cc13,-2249.59984
408,c1ccc2nc3ccccc3cc2c1,-1903.57503
409,Nc1cccc2nc3ccccc3cc12,-2103.49146
410,[O-][N+](=O)c1c2ccccc2cc3ccccc13,-2614.16425
411,[O-][N+](=O)c1ccc2c(Cc3ccccc23)c1,-2491.79173
