,Smiles,Energy
25,COc1ccc(NC(C)=O)cc1,-2030.85887
26,CN(CCCl)CCCl,-1483.11429
27,CC(=O)O[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C#C,-3966.12569
28,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]45CCC(=O)O5)[C@H]13,-4739.30766
29,S=[P](N1CC1)(N2CC2)N3CC3,-1808.24202
30,OCC(Br)(CO)[N+]([O-])=O,-2036.56059
31,CO[P](=O)(OC)C(O)C(Cl)(Cl)Cl,-2758.8685
32,NC(CS)C(O)=O,-1417.12183
33,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O,-3099.56788
34,ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl,-2922.30675
35,C[C@]12CC[C@@H](O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CCC4=O,-3331.3054
36,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O,-3303.7109
37,COc1ccc2n(c(C)c(CC(O)=O)c2c1)C(=O)c3ccc(Cl)cc3,-4184.13666
38,CN1CCC[C@H]1c2cccnc2,-1789.37106
39,[Na+].Oc1ccccc1C([O-])=O,-1815.00123
40,OCC1OC(CC1O)N2C=C(I)C(=O)NC2=O,-3327.07661
41,NC(Nc1ccc(Cl)cc1)=NC(N)=NCCCCCCN=C(N)N=C(N)Nc2ccc(Cl)cc2,-5503.08176
42,CN(C)c1ccc(cc1)N=Nc2cccc(C)c2,-2628.9189
43,CC(C)O[P](F)(=O)OC(C)C,-2457.56818
44,CC1=CC(=O)NC(=S)N1,-1540.14371
45,NCCCC(O)=O,-1390.37034
46,C[C@@]12[C@H]3CC[C@H](O3)[C@]1(C)C(=O)OC2=O,-2571.67219
47,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,-3742.56567
48,Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,-6750.88796
49,CCO[P](=S)(OCC)Oc1ccc2C(=C(Cl)C(=O)Oc2c1)C,-4034.34802
50,OCC(O)CO,-1362.63284
51,NC(CC(O)=O)C(O)=O,-1954.30036
52,N[C@@H](CCC(N)=O)C(O)=O,-2008.65579
53,NC(CCC(O)=O)C(O)=O,-2104.25576
54,NCCCCC(N)C(O)=O,-1889.81528
55,N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O,-2807.32353
56,OCC(O)CO[P](O)(O)=O,-2440.97389
57,C=CCN=C=S,-920.53439
58,CCCCCCCCCCCCCCCCCC(O)=O,-3290.11784
59,CN(C)N,-725.42605
60,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,-2967.3962
61,CCOC(=O)C1(CCN(C)CC1)c2ccccc2,-2902.79397
62,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,-2671.1237
63,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,-5019.97547
64,CC(O)CO,-1067.45043
65,O=C1CCO1,-1012.27604
66,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,-3370.71341
67,NC(N)=N[S](=O)(=O)c1ccc(N)cc1,-2507.47679
68,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-3444.69915
69,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-4021.84499
70,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-4235.11574
71,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@H]2O,-3126.60579
72,CN=C1CN(O)C(=C2C=C(Cl)C=CC2=N1)c3ccccc3,-3271.7355
73,CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,-3782.51053
74,OCC1OC(C(O)C1O)n2cnc3C(=O)N=CNc23,-3610.5785
75,OC1COC(O)C(O)C1O,-2225.90167
76,OCC1OC(O)C(O)C(O)C1O,-2671.37813
77,CCN(CC)C(=O)c1cccnc1,-2085.13484
78,O=C1Nc2ccccc2C=C1,-1681.50789
79,Nc1ccc(cc1)[S](=O)(=O)Nc2cnc3ccccc3n2,-3393.26409
80,[Cl-].Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,-3187.62536
81,Cc1ccccc1OCC(O)CO,-2303.12389
82,Cc1cc(O)ccc1Cl,-1516.7743
83,CSCCC(N)C(O)=O,-1716.92758
84,OCC(S)CS,-1125.55306
85,OCC1OC(O[P](O)(O)=O)C(O)C(O)C1O,-3749.61596
86,O=NN1CCOCC1,-1560.43517
87,NC(Cc1ccc(O)c(O)c1)C(O)=O,-2621.78034
88,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,-4180.60777
89,Nc1ccc(cc1)N=Nc2ccccc2,-2179.39215
90,NC(Cc1ccc(O)cc1)C(O)=O,-2326.54174
91,OCCS,-798.90724
92,NCCCCCC(O)=O,-1690.34416
93,CNN,-575.60512
94,CC(N)=O,-795.38681
95,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O,-5762.01106
96,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,-3475.92195
97,COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1,-3501.8448
98,Nc1ncnc2n(cnc12)C3OC(CO[P](O)(O)=O)C(O)C3O,-4589.51185
99,Cc1cccc(Nc2ccccc2C(O)=O)c1C,-2822.35049
100,[Cl-].CN(C)c1ccc2nc3ccc(cc3[s+]c2c1)N(C)C,-3205.98748
101,Nc1[nH]ncn1,-1043.48069
102,CC(C)CC(N)C(O)=O,-1690.35908
103,[Cl-].COC(C[Hg+])CNC(N)=O,-2016.36699
104,CC(C)(N)C(O)=O,-1390.50007
105,C/C=C(/C)C(=O)O[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(O)C[C@H](O)[C@@]6(O)[C@@H](CN7C[C@@H](C)CC[C@H]7[C@@]6(C)O)[C@]5(O)C[C@]24O[C@]13O,-7438.57227
106,CO[P](=O)(OC)OC=C(Cl)Cl,-2478.51815
107,[Na+].[O-]C(=O)CF,-1335.81416
108,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,-5019.98327
109,COC(=O)C1=CCCN(C)C1,-1934.82275
110,NC(Cc1ccccc1)C(O)=O,-2031.12539
111,CNC(=O)Oc1cccc(c1)C(C)C,-2330.90917
112,CCO,-622.19709
113,OC=O,-740.66993
114,CC(O)=O,-890.97461
115,CCC(C)C(C)(COC(N)=O)COC(N)=O,-3053.67507
116,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(C)=O,-4995.77419
117,CSCCC(NC(C)=O)C(O)=O,-2285.48246
118,N[C@@H](Cc1cc(I)c(O)c(I)c1)C(O)=O,-2745.94535
119,c1cnc2c(c1)ccc3cccnc23,-1953.34098
120,Cc1ncc(CO)c(C=O)c1O,-2175.93447
121,[O-][N+](=O)c1oc(cc1)/C=N/N2CC(=O)NC2=O,-3280.15312
122,CC(=O)N/N=C/c1oc(cc1)[N+]([O-])=O,-2689.56764
123,CO,-472.05414
124,CC(C)O,-772.26769
125,CC(C)=O,-745.18952
126,C[S](C)=O,-798.35175
127,CN1C(=O)[C@]23CC4=CC=C[C@H](O)[C@H]4N2C(=O)[C@@]1(CO)SS3,-3692.73203
128,OC(=O)CS,-1067.62336
129,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,-3397.71102
130,Nc1ccc(cc1)[S](=O)(=O)Nc2ncccn2,-2875.31526
131,O=C1N=CNc2nc[nH]c12,-1707.48935
132,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(O)=O,-4138.31789
133,OCC(O)C(O)C(O)C(O)CO,-2698.53387
134,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,-5020.06461
135,O=C1NC(=O)C2=C(N1)NC(=O)N2,-2299.75942
136,Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl,-3869.94851
137,[O-][N+](=O)c1ccc(F)c(c1)[N+]([O-])=O,-2790.35448
138,NC(CC(N)=O)C(O)=O,-1858.69858
139,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,-7198.53846
140,NC(Cc1[nH]cnc1)C(O)=O,-2007.85218
141,CCCO,-772.15745
142,NC1=CC=NC(=O)N1,-1412.91439
143,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4,-9740.61088
144,[Na+].CC(O)C([O-])=O,-1327.28645
145,CC(O)C(N)C(O)=O,-1685.66308
146,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,-3476.31396
147,COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,-3558.50375
148,Oc1ccc2C(=O)c3ccccc3C(=O)c2c1O,-3008.37373
149,CCc1ccc(cc1)C(C(Cl)Cl)c2ccc(CC)cc2,-3015.35987
150,NC(Cc1c[nH]c2ccccc12)C(O)=O,-2476.28576
151,Nc1ncnc2nc[nH]c12,-1611.75222
152,CC[C@H](C)[C@H](N)C(O)=O,-1690.28206
153,N[S](=O)(=O)c1cc2c(NC(Cc3ccccc3)N[S]2(=O)=O)cc1C(F)(F)F,-5522.35874
154,CCC1NC(=O)c2cc(c(Cl)cc2N1)[S](N)(=O)=O,-3279.32956
155,NC(CCCN=C(N)N)C(O)=O,-2262.091
156,C,-177.04322
157,CC,-326.96606
158,C=C,-298.91781
159,C#C,-270.90299
160,CN,-376.47589
161,C#N,-321.71607
162,CCC,-476.93152
163,CC#C,-421.14231
164,ClC=C,-552.45631
165,CCN,-526.57345
166,CC#N,-471.97794
167,NC=O,-645.09368
168,ON=C,-643.30531
169,CSC,-503.53214
170,C1CO1,-593.52068
171,BrC(Br)Br,-803.39601
172,CC(C)Br,-685.98028
173,ClC(Cl)Br,-892.25084
174,CC(C)I,-686.88886
175,CC(C)N,-676.49173
176,IC(I)I,-806.08056
177,CC1CN1,-648.14012
178,C[As](C)(O)=O,-1058.38013
179,CC(C)(C)N,-826.62386
180,CC(C)(C)O,-922.42773
181,CC(F)(F)Cl,-1485.30103
182,FC(F)(F)F,-1986.52395
183,C[S](O)(=O)=O,-1239.98291
184,CC(C)(O)C#N,-1067.2163
185,FC(F)(F)CCl,-1937.51999
186,OCC(F)(F)F,-1979.32946
187,[O-]C(=O)C(Br)(Br)Br,-1501.1165
188,CC(=O)C(C)(C)C,-1195.05231
189,CC(C)(C)C(O)=O,-1340.87505
190,CC(Cl)(Cl)C(O)=O,-1547.67011
191,CC(O)C(Cl)(Cl)Cl,-1532.45386
192,OC(=O)C(Cl)(Cl)Cl,-1650.58239
193,OC(=O)C(F)(F)Cl,-2048.55693
194,OC(=O)C(F)(F)F,-2247.54991
195,FC(F)(Cl)C(Cl)(Cl)Cl,-2245.01034
196,FC(Cl)(Cl)C(F)(Cl)Cl,-2244.9331
197,FC(F)(F)C(F)(F)Cl,-2841.88581
198,FC(F)(F)C(F)(F)F,-3040.79987
199,CC1(C)C2CCC1(C)C(=O)C2,-1740.15841
200,OC1(C(=O)NC(=O)NC1=O)C2(O)C(=O)NC(=O)NC2=O,-4172.47657
201,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,-5604.70787
202,CC(C)(CO)[N+]([O-])=O,-1682.64613
203,CC(Cl)C(Cl)(Cl)C(O)O,-1978.40935
204,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-3163.40229
205,COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,-3565.2772
206,CCOc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,-3715.35625
207,Cc1cc(ccc1N)C(O)(c2ccc(N)cc2)c3ccc(N)cc3,-3594.13446
208,OC(c1ccccc1)(c2ccccc2)c3ccccc3,-2844.12687
209,CC1(C(=O)NC(=O)NC1=O)c2ccccc2,-2745.49962
210,Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4,-3825.99592
211,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,-2826.81856
212,N[S](=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,-3865.41226
213,CC(CO)(CO)[N+]([O-])=O,-1977.75313
214,CCC(C)(O)CC,-1222.22727
215,CCC(C)(O)C#C,-1166.28197
216,CCO[P](=O)(C#N)N(C)C,-1902.42244
217,NC(CO)(CO)CO,-1712.19849
218,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,-5280.5996
219,OC(=O)CC(O)(CC(O)=O)C(O)=O,-2913.7721
220,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,-3812.61722
221,CCC(CO)(CO)CO,-1812.4141
222,[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,-4995.06804
223,CCC(C)(CC)OC(N)=O,-1840.54174
224,Cc1ccc(O[P](=O)(Oc2ccc(C)cc2)Oc3ccc(C)cc3)cc1,-4222.63961
225,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,-3353.53859
226,CCCCO[P](=O)(CCCC)OCCCC,-2903.31457
227,CCCCOCCO[P](=O)(OCCOCCCC)OCCOCCCC,-4983.54472
228,CO[P](=S)(OC)SCc1nc(N)nc(N)n1,-2952.21348
229,CC1=CC(=O)CC(C)(C)C1,-1590.40889
230,CC(C)(N=NC(C)(C)C#N)C#N,-1887.58585
231,CC(C)=CCCC(C)(O)C=C,-1766.66201
232,BrCC(Br)Br,-953.57366
233,CC(Br)CBr,-894.81073
234,CCC(C)C,-776.8718
235,CC(=C)C=C,-721.30377
236,CC(C)CN,-826.40565
237,CC(C)C=O,-894.74602
238,CC(=C)C=O,-866.92841
239,CCC(C)Cl,-880.60529
240,CC(Cl)CCl,-983.96812
241,ClCC(Cl)=C,-956.07619
242,CC(=O)CCl,-998.50298
243,CC(O)CN,-971.84491
244,CCC(Cl)Cl,-983.86656
245,OC(=O)CBr,-1099.64599
246,OC(=O)C=C,-1012.91883
247,CNC(C)=O,-945.1163
248,NNC(N)=S,-924.85833
249,CC(=O)OO,-1183.23138
250,BrC(Br)C(Br)Br,-1162.34947
251,OC(=O)C(Cl)Cl,-1397.38737
252,CC(C)[N+]([O-])=O,-1237.45516
253,CC(C)(CO)C(O)C(=O)NCCC(O)=O,-2999.43559
254,CC1(C)OC(=O)C[C@@H]1C([O-])=O,-2161.39611
255,CC1(C)C2CCC(C2)C1=C,-1444.21745
256,CC(C)(OO)c1ccccc1,-1855.5499
257,CC(C)c1sc(N[S](=O)(=O)c2ccc(N)cc2)nn1,-3228.70093
258,CC(C)(OOC(C)(C)c1ccccc1)c2ccccc2,-3095.99366
259,CCC(C)(C)c1ccc(O)cc1,-1862.8921
260,CC(C)(O)C1CCC(C)(O)CC1,-2090.53727
261,CC1=CCC2CC1C2(C)C,-1443.89023
262,CC(O)C(N)C(O)=O,-1685.60468
263,CC(=O)C1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@]12C,-3871.75342
264,CN1C(c2ccc(Cl)cc2)[S](=O)(=O)CCC1=O,-3028.88659
265,CC(C)(CO)[C@@H](O)C(=O)NCCCO,-2730.70323
266,CC(=O)c1c(C)c(c(c(c1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,-3806.19428
267,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,-4967.1276
268,Oc1cc(O)c2C(=O)c3ccccc3C(=O)c2c1O,-3303.95351
269,CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O,-3730.35502
270,CC(=O)CC(c1ccc(Cl)cc1)C2=C(O)Oc3ccccc3C2=O,-3983.79959
271,Oc1ccc(cc1)C(c2ccc(O)cc2)c3ccccc3C(O)=O,-3853.54839
272,COc1c2occc2c(OC)c3C(=O)C=C(C)Oc13,-3355.98869
273,Cc1ccc2C(=O)c3ccccc3C(=O)c2c1N,-2767.60921
274,O[S](=O)(=O)c1cccc2C(=O)c3cccc(c3C(=O)c12)[S](O)(=O)=O,-4542.76355
275,Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-3689.4608
276,CN1CCN(CC1)C(c2ccccc2)c3ccccc3,-2879.3087
277,CN1N(c2ccccc2)C(=O)C(=C1C)N,-2379.33628
278,CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,-2794.35544
279,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14,-4584.27324
280,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,-4671.88923
281,CN1C=CC(=O)c2ccccc12,-1830.82532
282,Oc1cccc2c(O)cccc12,-1926.62595
283,COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(C)=C,-4892.34764
284,O[P](O)(=O)O[C@H]1[C@H](O[P](O)(O)=O)[C@@H](O[P](O)(O)=O)[C@H](O[P](O)(O)=O)[C@@H](O[P](O)(O)=O)[C@H]1O[P](O)(O)=O,-9142.35363
285,Cc1cc2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)CO)c2cc1C,-4875.33776
286,c1ccc(cc1)c2ccccc2c3ccccc3,-2399.14994
287,COc1ccc2nccc(C(=O)C3CC4CCN3CC4C=C)c2c1,-3715.24429
288,Oc1ccc2C(=O)c3cc(O)ccc3C(=O)c2c1,-3008.36567
289,O=C(OC1CCCCC1)c2ccccc2C(=O)OC3CCCCC3,-3989.95405
290,O=C(Oc1ccccc1)c2ccccc2C(=O)Oc3ccccc3,-3825.59833
291,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-4044.03977
292,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,-5243.5241
293,COc1c2C=CC(=O)Oc2cc3OC(C)(C)C=Cc13,-3211.96883
294,CN1C(=O)N(C)c2nc(Cl)[nH]c2C1=O,-2556.63517
295,OC(=O)c1ccccc1C(=O)c2ccc(Cl)cc2,-2993.66517
296,OC(=O)c1ccccc1C(=O)c2ccc(O)cc2,-3035.59101
297,Cc1cccc(NC(=O)c2ccccc2C(O)=O)c1,-3090.43214
298,Nc1ccc(c2cc(ccc12)[S](O)(=O)=O)[S](O)(=O)=O,-3661.75737
299,Nc1ccc(c2ccc(cc12)[S](O)(=O)=O)[S](O)(=O)=O,-3661.85435
300,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,-3997.63471
301,N#CC(c1ccccc1)c2ccccc2,-2053.12231
302,CO[P](=S)(OC)SCN1N=Nc2ccccc2C1=O,-3364.96068
303,OC(=O)c1cccc2cccnc12,-2099.29885
304,COc1cc(C=O)cc(OC)c1OC,-2569.87473
305,CC(C)CCOC(=O)c1ccccc1O,-2576.62752
306,OCCOC(=O)c1ccccc1O,-2421.64672
307,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C([O-])=O,-3030.69687
308,Clc1ncnc2nc[nH]c12,-1665.15615
309,CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,-2947.16678
310,Cc1cccc(C)c1N,-1317.50425
311,Cc1cccc(Cl)c1O,-1516.58724
312,Oc1cccc(O)c1O,-1703.65959
313,OC(C(O)C(O)=O)C(O)=O,-2345.02574
314,Brc1c(Br)c(Br)c(Br)c(Br)c1Br,-2070.71894
315,ClN1C(=O)N(Cl)C(=O)N(Cl)C1=O,-2610.75036
316,OCC(O)C(O)C(O)CO,-2253.24174
317,Cc1cc(O)cc(C)c1Cl,-1666.97709
318,Oc1c(Cl)cc(Cl)cc1Cl,-1873.41468
319,CC(=O)c1sccc1,-1289.71425
320,CC(C)(C)c1ccccc1O,-1712.92736
321,Oc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,-3380.45828
322,OC(=O)c1ccccc1Br,-1740.30144
323,CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,-3233.61324
324,Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-3393.90411
325,NC(=O)c1ccccc1C(N)=O,-2054.13663
326,OC(=O)c1ccccc1C(O)=O,-2245.21204
327,COc1ccc(OC)c(c1)[N+]([O-])=O,-2467.65669
328,OC(=O)Cc1ccccc1C(O)=O,-2395.46546
329,Nc1ccc(Cl)cc1[N+]([O-])=O,-2031.59704
330,Oc1ccc(Cl)cc1[N+]([O-])=O,-2127.00521
331,OCC(O)C(O)C1OC(=O)C(O)C1O,-3089.20651
332,CC(C)c1cc(Cl)c(C)cc1O,-1966.76378
333,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,-1794.86966
334,CC(C)C1CCC(C)CC1=O,-1767.60617
335,OC(=O)c1ccc(O)cc1O,-2122.38019
336,COc1ccccc1N,-1462.35169
337,Brc1cccc2ccccc12,-1544.7225
338,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1,-2565.91966
339,COC(=CC(O)=O)C(=O)C(C)=C,-2297.99065
340,OCC1OC(=O)C(O)C(O)C1O,-2643.99615
341,CN(C)c1ccc(cc1)C(=O)c2ccc(cc2)N(C)C,-3025.09719
342,N#Cc1ccccc1C#N,-1407.4009
343,C1CCC2CCCCC2C1,-1472.55312
344,c1ccc2nccnc2c1,-1435.12124
345,Nc1ccc2ccccc2c1,-1535.77816
346,Nc1nc(N)nc(n1)c2ccccc2,-2157.8601
347,CN(C)CCN(Cc1sccc1)c2ccccn2,-2710.44158
348,Oc1ccc(cc1O)c2ccccc2,-2199.1622
349,c1ccc(cc1)c2cccc(c2)c3ccccc3,-2399.20552
350,[Cl-].CN(C)c1ccc2nc3cc(C)c(N)cc3[s+]c2c1,-3059.14935
351,Oc1cc2ccccc2cc1O,-1926.60109
352,CCN(CCO)c1ccccc1,-1912.04484
353,Nc1ccc2cc3ccc(N)cc3nc2c1,-2303.56389
354,CC(=O)c1ccc(cc1)c2ccccc2,-2176.56567
355,[O-][N+](=O)c1ccc(cc1)c2ccccc2,-2368.85291
356,COc1ccc(OC)c(C=O)c1,-2125.28186
357,CC(=O)c1ccc2ccccc2c1,-1903.99379
358,OC(=O)c1ccc2ccccc2n1,-2099.18101
359,COc1ccccc1OCC(O)CO,-2597.8282
360,COc1ccc(CC=C)cc1OC,-2129.43325
361,Cc1ccc2ccc(C)nc2c1,-1685.85683
362,ClCC(=O)N(CC=C)CC=C,-1892.34212
363,OC(=O)CCCOc1cc(Cl)c(Cl)cc1Cl,-3036.86622
364,CC(=O)CC(=O)c1ccccc1,-1953.76423
365,O=C(OC(=O)c1ccccc1)c2ccccc2,-2739.9778
366,CC(C)OC(=O)COc1ccc(Cl)cc1Cl,-2932.89939
367,CC(C)COC(=O)c1ccc(N)cc1,-2331.0955
368,CCOc1ccc(cc1)C(=O)OCCN(CC)CC,-3225.19339
369,CCCCOC(=O)c1ccc(N)cc1,-2331.03696
370,[I-].CN1C=CC=C\C1=C/[NH+]=O,-1868.10774
371,CCCCOC(=O)COc1ccc(Cl)cc1Cl,-3082.67269
372,Cc1cc(Cl)ccc1OCCCC(O)=O,-2680.19231
373,Clc1ccc(OCCOC(=O)c2ccccc2)c(Cl)c1,-3423.61119
374,CCCC(O)C(CC)CO,-1817.22529
375,CCN(CC)C(=S)SCC(Cl)=C,-1978.02012
376,CCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CC,-4443.22253
377,C\C(NO)=C(/C)N=O,-1559.37066
378,Cc1ccc(N)cc1C,-1317.77666
379,Cc1ccc(Cl)c(Cl)c1,-1474.77052
380,Oc1ccc(Cl)c(Cl)c1,-1619.8738
381,CCOC(=O)C(=O)OCC,-2053.47507
382,ClCC(Br)CBr,-1148.15011
383,OCC(Br)CBr,-1189.80813
384,ClCC(Cl)CCl,-1237.32974
385,CCC(N)CO,-1121.7933
386,OCC(O)CCl,-1320.92811
387,CC\C(C)=N\O,-1093.51666
388,COC(=O)CCl,-1293.66603
389,CC1CCCO1,-1044.77969
390,O=C1CCCO1,-1163.22146
391,O=C1OCCO1,-1308.26675
