,Smiles,Energy
186,CO[P](=S)(OC)Oc1ccc(cc1)C#N,-2666.62259
187,CCO[P](=S)(OCC)SCN1N=Nc2ccccc2C1=O,-3665.14221
188,CNC(=O)Oc1cc(C)cc(C)c1,-2181.17992
189,CCO[P](=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,-3482.14875
190,CON(C)C(=O)Nc1ccc(Br)cc1,-2438.27369
191,CO[P](=S)(OC)Oc1ccc(Sc2ccc(O[P](=S)(OC)OC)cc2)cc1,-4893.13107
192,CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,-2582.87451
193,CCC(C)c1ccccc1OC(=O)NC,-2480.79203
194,CCO[P](=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,-3387.76292
195,CO[P](=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,-3181.89866
196,CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,-2512.30822
197,CC(C)Nc1nc(N)nc(Cl)n1,-2070.34867
198,CSc1nc(NC(C)C)nc(NC(C)C)n1,-2593.53741
199,CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,-2589.25159
200,CCCO[P](=O)(OCCC)Oc1ccc(SC)cc1,-3417.19774
201,CO[P](N)(=O)SC,-1484.89595
202,CCO[P](=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-4115.19007
203,CCO[P](=S)(Oc1ccc(cc1)C#N)c2ccccc2,-3161.73572
204,CCO[P](=S)(OCC)SCSC(C)(C)C,-2688.67011
205,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-2691.74972
206,CCO[P](=S)(OCC)O\N=C(C#N)\c1ccccc1,-3288.01214
207,[O-][N+](=O)c1ccc(Oc2ccc(cc2[N+]([O-])=O)C(F)(F)F)cc1,-4931.07649
208,CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-2339.03757
209,CCc1cccc(CC)c1N(COC)C(=O)CCl,-3034.07201
210,CNC(=O)O\N=C(/C)SC,-1887.94645
211,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,-3593.5383
212,CO[P](=S)(OC)Oc1cc(Cl)c(I)cc1Cl,-3088.61024
213,CO[P](=S)(Oc1cc(Cl)c(Br)cc1Cl)c2ccccc2,-3432.66462
214,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-2664.82391
215,CCO[P](=O)(NC(C)C)Oc1ccc(SC)c(C)c1,-3321.51323
216,CCO[P](=S)(OCC)Oc1ncn(n1)c2ccccc2,-3488.3353
217,CCCO[P](=S)(OCCC)SCC(=O)N1CCCCC1C,-3702.50038
218,CC(C)N1C(=O)c2ccccc2N[S]1(=O)=O,-2826.00558
219,CC(C)O[P](=O)(OC(C)C)SCc1ccccc1,-3121.89508
220,Clc1c(Cl)c(Cl)c2C(=O)OCc2c1Cl,-2667.49701
221,CCN(CC)C(=O)SCc1ccc(Cl)cc1,-2615.87161
222,CCN(CC)c1nc(C)cc(O[P](=S)(OC)OC)n1,-3421.13978
223,CO[P](=O)(NC(C)=O)SC,-2053.61576
224,CC12CC1(C)C(=O)N(C2=O)c3cc(Cl)cc(Cl)c3,-3055.70726
225,CC(C)c1ccc(NC(=O)N(C)C)cc1,-2385.34346
226,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,-4002.45718
227,CCO[P](=O)(OCC)SCN1N=Nc2ccccc2C1=O,-3783.76936
228,CCO[P](=S)(OCC)Oc1nn(C(C)C)c(Cl)n1,-3400.80201
229,COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+]([O-])=O,-4033.96624
230,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,-3350.38771
231,COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,-3868.5574
232,CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OCc2cccc(Oc3ccccc3)c2,-4267.72015
233,CC(C)(C)C(O)C(Oc1ccc(cc1)c2ccccc2)n3cncn3,-3914.99876
234,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n2cncn2,-3377.70202
235,COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C,-3493.70242
236,CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12,-4588.69799
237,Nc1c(Cl)c(Oc2ccccc2)ccc1[N+]([O-])=O,-3117.33832
238,Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F,-5160.04307
239,c1ccc(cc1)c2ccccc2,-1608.38371
240,Brc1ccc(cc1)c2ccccc2,-1817.34808
241,Cc1ccc(cc1)c2ccccc2,-1758.54248
242,Clc1ccc(cc1)c2ccc(Cl)cc2,-2115.5206
243,Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-4143.01445
244,Clc1ccccc1c2ccccc2,-1861.99067
245,Clc1cccc(c1)c2ccccc2,-1861.95218
246,Clc1ccc(cc1)c2ccccc2,-1861.95703
247,Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl,-3636.34679
248,Clc1ccc(c(Cl)c1)c2ccc(Cl)cc2Cl,-2622.62842
249,Clc1ccc(cc1Cl)c2ccccc2,-2115.40986
250,Clc1ccc(cc1)c2ccc(Cl)cc2Cl,-2369.07219
251,Clc1ccccc1c2ccccc2Cl,-2115.59947
252,Clc1cc(Cl)c(cc1Cl)c2ccccc2,-2368.93649
253,Clc1cccc(Cl)c1c2c(Cl)cccc2Cl,-2622.74118
254,Clc1cccc(c2ccccc2)c1Cl,-2115.44971
255,Clc1ccc(cc1)c2cc(Cl)ccc2Cl,-2369.07215
256,Clc1cccc(c1)c2ccccc2Cl,-2115.55044
257,Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)cc2Cl,-2875.92532
258,Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2,-2622.51361
259,Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,-2622.50974
260,Clc1ccc(cc1Cl)c2ccc(Cl)c(Cl)c2,-2622.4095
261,Clc1ccc(cc1)c2cc(Cl)c(Cl)cc2Cl,-2622.48914
262,Clc1ccc(cc1)c2ccc(Cl)c(Cl)c2Cl,-2622.44064
263,Clc1cccc(Cl)c1c2ccccc2,-2115.55515
264,Clc1ccc(c(Cl)c1)c2ccccc2,-2115.51327
265,Clc1cc(c2ccccc2)c(Cl)c(Cl)c1Cl,-2622.29077
266,Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl,-3129.68451
267,Clc1ccc(Cl)c(c1)c2ccccc2,-2115.51441
268,Clc1ccc(cc1)c2ccccc2Cl,-2115.55665
269,Clc1cc(Cl)c(c(Cl)c1)c2ccccc2,-2369.03678
270,Clc1ccc(Cl)c(c1)c2cc(Cl)ccc2Cl,-2622.63097
271,Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-3129.38656
272,Brc1ccc(c(Br)c1Br)c2ccc(Br)c(Br)c2Br,-2861.75316
273,Clc1ccc(Cl)c(c1)c2ccccc2Cl,-2369.11226
274,Clc1ccc(c(Cl)c1)c2ccccc2Cl,-2369.11728
275,Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)cc2Cl,-2876.04542
276,Clc1ccc(Cl)c(c1)c2c(Cl)ccc(Cl)c2Cl,-2876.09518
277,Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2Cl,-2875.99595
278,Clc1ccc(cc1Cl)c2c(Cl)ccc(Cl)c2Cl,-2875.97205
279,Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl,-3129.3601
280,Clc1ccc(Cl)c(c1Cl)c2c(Cl)ccc(Cl)c2Cl,-3129.57225
281,Clc1ccccc1c2c(Cl)cccc2Cl,-2369.16978
282,Clc1ccc(cc1)c2c(Cl)cccc2Cl,-2369.11463
283,Clc1cccc(c1Cl)c2ccccc2Cl,-2369.05249
284,Clc1cccc(c1)c2cc(Cl)ccc2Cl,-2369.06178
285,Clc1ccc(cc1)c2cccc(Cl)c2Cl,-2369.00988
286,Clc1ccc(cc1Cl)c2ccccc2Cl,-2369.0003
287,Clc1ccc(cc1)c2ccc(Cl)c(Cl)c2,-2368.96759
288,Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,-2622.50034
289,Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl,-2622.56976
290,Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl,-2622.63515
291,Clc1cccc(c1Cl)c2cc(Cl)c(Cl)cc2Cl,-2875.97393
292,Clc1ccc(c(Cl)c1Cl)c2ccccc2Cl,-2622.48252
293,Clc1cccc(c1Cl)c2c(Cl)ccc(Cl)c2Cl,-2876.0353
294,Clc1ccc(Cl)c(c1)c2cc(Cl)cc(Cl)c2Cl,-2876.02931
295,Clc1cc(Cl)c(Cl)c(c1)c2c(Cl)ccc(Cl)c2Cl,-3129.50198
296,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,-2618.16354
297,c1ccc2c(c1)ccc3cc4c(ccc5ccccc45)cc23,-2369.03649
298,c1ccc2cc3c(ccc4ccccc34)cc2c1,-2372.30502
299,c1cnc2c(c1)ccc3cccnc23,-1953.34097
300,C1Cc2cccc3cccc1c23,-1608.68558
301,c1ccc2c(c1)ccc3ccccc23,-1854.14466
302,C1c2ccccc2c3ccccc13,-1731.3194
303,[nH]1c2ccccc2c3ccccc13,-1781.16631
304,c1ccc2cc3ccccc3cc2c1,-1853.92809
305,s1c2ccccc2c3ccccc13,-1758.52743
306,c1cc2cccc3c4cccc5cccc(c(c1)c23)c45,-2618.09104
307,c1ccc2c(c1)c3cccc4cccc2c34,-2099.2445
308,c1cc2cccc3C=Cc(c1)c23,-1580.57486
309,c1ccc2cc3c4ccccc4c5ccccc5c3cc2c1,-2890.61705
310,c1ccc2c(c1)c3ccccc3c4ccccc24,-2372.42411
311,c1ccc2c(c1)ccc3c4ccccc4ccc23,-2372.39823
312,c1ccc2c(c1)ccc3cc4ccc5ccccc5c4cc23,-2890.66525
313,c1cnc2c(c1)ccc3ncccc23,-1953.61988
314,C1c2ccccc2c3ccc4ccccc4c13,-2249.52783
315,Nc1cccc2nc3ccccc3cc12,-2103.49146
316,[O-][N+](=O)c1c2ccccc2cc3ccccc13,-2614.16425
317,[O-][N+](=O)c1ccc2c(Cc3ccccc23)c1,-2491.79173
318,Cc1ccc2cc3ccccc3cc2c1,-2004.0918
319,Nc1ccc2cc3ccccc3cc2c1,-2053.89562
320,Cc1c2ccccc2cc3ccccc13,-2003.95891
321,Cc1c2ccccc2c(C)c3ccccc13,-2153.96401
322,Cc1cccc2c1ccc3ccccc23,-2004.2498
323,Cc1cccc2c1Cc3ccccc23,-1881.45241
324,Cc1ccc2c(ccc3ccccc23)c1,-2004.30087
325,Nc1cc2c3ccccc3ccc2c4ccccc14,-2572.2733
326,CCc1ccc2cc3ccccc3cc2c1,-2154.02626
327,c1ccccc1,-817.56194
328,Cc1c(C)c(C)c(C)c(C)c1C,-1718.03009
329,Cc1ccccc1C,-1117.81759
330,Cc1ccc(C)c(C)c1,-1267.96845
331,CC(C)(C)c1ccccc1,-1417.54065
332,CC(C)c1ccc(C)cc1,-1417.76583
333,CCc1ccccc1,-1117.66135
334,C=Cc1ccccc1,-1089.76832
335,C(c1ccccc1)c2ccccc2,-1758.34474
336,C(Cc1ccccc1)c2ccccc2,-1908.35054
337,c1ccc(cc1)\C=C\c2ccccc2,-1880.61127
338,CCCc1ccccc1,-1267.6281
339,CCCCc1ccccc1,-1417.59194
340,CCc1ccc(CC)cc1,-1417.7486
341,Cc1ccc(C)cc1,-1117.8704
342,Cc1cccc(C)c1,-1117.8832
343,Cc1cc(C)cc(C)c1,-1268.04436
344,Cc1ccccc1,-967.72241
345,CCc1ccccc1CC,-1417.70073
346,CCc1cccc(CC)c1,-1417.75728
347,Cc1cccc(C)c1C,-1267.92745
348,C#Cc1ccccc1,-1061.81354
349,CCCCCc1ccccc1,-1567.51405
350,CC(C)Cc1ccccc1,-1417.57986
351,Cc1ccc(cc1)c2ccc(C)cc2,-1908.70122
352,CCc1ccc(C)cc1,-1267.80956
353,Cc1cc(C)c(C)c(C)c1C,-1568.07616
354,CCCCCCc1ccccc1,-1717.45086
355,[O-][N+](=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-2844.8948
356,COc1c(Cl)cc(Cl)cc1Cl,-2022.93997
357,Clc1cccc(Cl)c1Cl,-1578.03627
358,[O-][N+](=O)c1ccccc1Cl,-1831.4031
359,[O-][N+](=O)c1cc(Cl)ccc1Cl,-2084.8466
360,[O-][N+](=O)c1cc(Cl)c(Cl)cc1Cl,-2338.23886
361,Cc1ccccc1Cl,-1221.33095
362,Clc1ccccc1Cl,-1324.60117
363,Clc1cc(Cl)c(Cl)cc1Cl,-1831.48906
364,[O-][N+](=O)c1ccc(Cl)c(Cl)c1,-2084.90088
365,[O-][N+](=O)c1ccc(Cl)cc1,-1831.5199
366,Brc1ccc(Br)cc1,-1235.45643
367,Cc1ccc(Br)cc1,-1176.69345
368,Clc1ccc(Br)cc1,-1280.06284
369,Cc1ccc(Cl)cc1,-1221.29967
370,Clc1ccc(Cl)cc1,-1324.66731
371,Brc1cccc(Br)c1,-1235.45141
372,Clc1cccc(Br)c1,-1280.05882
373,Clc1cc(Cl)cc(Cl)c1,-1578.14081
374,Brc1ccccc1,-1026.53097
375,Clc1ccccc1,-1071.14039
376,[O-][N+](=O)c1c(Cl)c(Cl)cc(Cl)c1Cl,-2591.574
377,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-2338.15439
378,Clc1ccc(Cl)c(Cl)c1,-1578.08957
379,[O-][N+](=O)c1cccc(Cl)c1,-1831.48423
380,Fc1ccc(CCl)cc1,-1673.37839
381,Fc1cccc(F)c1,-1722.016
382,Fc1ccccc1,-1269.80365
383,Fc1ccc(F)cc1,-1721.9909
384,Clc1cccc(Cl)c1,-1324.66298
385,Brc1ccccc1Br,-1235.42741
386,Cc1cccc(Br)c1,-1176.69896
387,Ic1ccccc1,-1027.46969
388,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,-2084.82885
389,Fc1cccc(Cl)c1,-1523.33703
390,Brc1cc(Br)cc(Br)c1,-1444.33433
391,Clc1ccc(Cl)c(Cl)c1Cl,-1831.4451
392,Clc1cc(Cl)c(Cl)c(Cl)c1,-1831.49116
393,Brc1cc(Br)c(Br)cc1Br,-1653.1622
394,[O-][N+](=O)c1cc(Cl)c(Cl)c(Cl)c1Cl,-2591.54735
395,Fc1cccc(Br)c1,-1478.72642
396,[O-][N+](=O)c1ccc(Cl)c(Cl)c1Cl,-2338.19941
397,[O-][N+](=O)c1c(Cl)cc(Cl)cc1Cl,-2338.27853
398,NC(=O)c1ccccc1,-1435.91652
399,CC1=CC(=O)c2ccccc2C1=O,-2048.98723
400,CN(C)c1ccc(cc1)N=Nc2ccccc2,-2478.7708
401,NC(=O)c1ccccc1O,-1731.13937
402,O=C1OC(=O)c2ccccc12,-1921.81028
403,Oc1ccccc1C(=O)Nc2ccccc2,-2522.04895
404,c1ccc(cc1)c2ccc(cc2)c3ccccc3,-2399.2133
405,O=C(OOC(=O)c1ccccc1)c2ccccc2,-3032.52503
406,FC(F)(F)c1ccccc1,-2324.79462
407,ClCc1ccccc1,-1221.1548
408,ONc1ccccc1,-1311.60849
409,COc1ccccc1,-1262.53545
410,CSc1ccccc1,-1144.39868
411,O(c1ccccc1)c2ccccc2,-1903.08208
412,O=CNc1ccccc1,-1435.66615
413,S=C=Nc1ccccc1,-1289.26637
414,CCOc1ccccc1,-1412.59978
415,CC(=O)Nc1ccc(cc1)[S](N)(=O)=O,-2553.32827
416,CC(=O)Nc1ccccc1Cl,-1839.50761
417,CC(=O)Nc1cccc(C)c1,-1736.11902
418,CC(=O)Nc1ccccc1[N+]([O-])=O,-2346.44442
419,CN(C(C)=O)c1ccccc1,-1735.56537
420,CC(=O)Nc1ccccc1O,-1881.13189
421,S=C=NCc1ccccc1,-1439.13152
422,Oc1ccc2CCCCc2c1,-1686.08053
423,NC(=O)c1c(Cl)cccc1Cl,-1943.02175
424,Cc1cccc(Oc2ccc(cc2)[N+]([O-])=O)c1,-2813.96186
425,ClC(Cl)(Cl)CC(=C)c1ccccc1,-2149.95655
426,CN,-376.47586
427,CCN,-526.57349
428,CC(C)N,-676.59373
429,CN(C)C,-676.09853
430,CC(C)(C)N,-826.6247
431,CC(C)CN,-826.36732
432,NCc1ccccc1,-1167.26652
433,CCCN(CCC)CCC,-1575.8353
434,CCCCC(CC)CN,-1426.1028
435,CCCN,-676.39519
436,NCC=C,-648.6332
437,NC1CCCCC1,-1099.34371
438,CCCCN,-826.40337
439,CCNCC,-826.12689
440,CCCCCN,-976.45396
441,CCCCCCN,-1126.23315
442,CCCCNCCCC,-1426.11405
443,CCN(CC)CC,-1125.89299
444,C=CCNCC=C,-1070.35568
445,CNC,-526.21105
446,NCCO,-821.67834
447,CCCNCCC,-1126.12048
448,Nc1ccccc1,-1017.52563
449,Nc1ccccc1[N+]([O-])=O,-1778.12007
450,CCN(CC)c1ccccc1,-1616.80446
451,Nc1ccc(cc1Cl)c2ccc(N)c(Cl)c2,-2515.43518
452,Nc1ccc(cc1)c2ccc(N)cc2,-2008.30116
453,Nc1ccccc1Cl,-1270.8898
454,Cc1ccccc1N,-1167.60657
