,Smiles,Change-Energy
192,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-123.04253999999946
193,CCO[P](=S)(OCC)Oc1cc(C)nc(n1)C(C)C,-187.76963999999816
194,CCO[P](=O)(OCC)OC(=C\Cl)/c1ccc(Cl)cc1Cl,-160.36867999999913
195,C1CC[C@H](NC1)c2cccnc2,-127.39590999999837
196,CO[P](=S)(OC)Oc1ccc(c(Cl)c1)[N+]([O-])=O,-127.71324999999933
197,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-157.05792999999858
198,CN=C=S,-33.62722000000008
199,CCO[P](=S)(OCC)SCS[P](=S)(OCC)OCC,-172.36944999999878
200,CCCCOC(N)=O,-85.06764999999882
201,COC(N)=O,-46.95694999999978
202,CCCOC(N)=O,-72.38427999999908
203,CCC(=O)Nc1ccc(Cl)c(Cl)c1,-108.50080999999909
204,CO[P](=S)(OC)SCN1C(=O)c2ccccc2C1=O,-156.72387000000072
205,CCCN(CCC)C(=O)SCC,-133.37794999999755
206,CCO[P](=S)(OCC)SCSc1ccc(Cl)cc1,-153.1572299999989
207,CCNc1nc(NC(C)C)nc(SC)n1,-156.21787999999788
208,CCNc1nc(NC(C)(C)C)nc(SC)n1,-168.98282999999765
209,COC1=NN(CS[P](=S)(OC)OC)C(=O)S1,-126.81940999999915
210,CO[P](=S)(OC)SCSc1ccc(Cl)cc1,-127.48771999999917
211,ClC1=C(Cl)C2(Cl)[C@H]3CO[S](=O)OC[C@H]3[C@]1(Cl)C2(Cl)Cl,-112.21569000000045
212,CO[P](=O)(OC)OC(=C/Cl)/c1cc(Cl)c(Cl)cc1Cl,-133.89301000000023
213,[Cl-].C[N+](C)(C)CCCl,-76.32168999999863
214,CCNc1nc(NCC)nc(SC)n1,-143.56709999999885
215,ClC1C2OC2C3C1C4(Cl)C(=C(Cl)C3(Cl)C4(Cl)Cl)Cl,-104.01283999999987
216,CNC(=O)Oc1cccc(C)c1,-115.00742999999852
217,CNC(=O)Oc1cccc2CC(C)(C)Oc12,-153.1305399999983
218,CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,-188.66002000000572
219,COc1nc(NC(C)C)nc(NC(C)C)n1,-170.62300999999798
220,CNC(=O)O\N=C\C(C)(C)[S](C)(=O)=O,-128.1073599999986
221,NC1=C(Cl)C(=O)N(N=C1)c2ccccc2,-127.18085999999903
222,CON(C)C(=O)Nc1ccc(Cl)cc1,-123.64071999999896
223,[O-][N+](=O)c1ccc(Oc2ccc(Cl)cc2Cl)cc1,-133.14103999999952
224,[O-][N+](=O)c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,-132.3651600000003
225,COC(=O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)C(=O)OC,-119.20191999999952
226,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl,-83.14796000000024
227,CCNc1nc(Cl)nc(NC(C)C)n1,-139.34580999999844
228,CCNc1nc(Cl)nc(n1)N(CC)CC,-151.71345999999858
229,COc1c(Cl)ccc(Cl)c1C(O)=O,-95.15200999999934
230,CC(C)N(C(=O)CCl)c1ccccc1,-133.99997999999823
231,CNC(=O)Oc1ccc(N(C)C)c(C)c1,-150.73367999999846
232,CCO[P](=S)(Oc1ccc(cc1)[N+]([O-])=O)c2ccccc2,-178.3187799999996
233,CO[P](=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-112.01116999999977
234,CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-135.41407999999865
235,CCSC(=O)N1CCCCCC1,-128.16924999999787
236,CCCC(C)C(=O)Nc1ccc(C)c(Cl)c1,-160.10346999999774
237,CCO[P](=S)(OCC)SCN1C(=O)Oc2cc(Cl)ccc12,-173.65444999999954
238,CC(C)(C)c1ccc(OC2CCCCC2O[S](=O)OCC#C)cc1,-232.16673999999784
239,CNC(=O)Oc1ccc(C)c(C)c1,-127.80978999999843
240,CO[P](=S)(OC)Oc1ccc(cc1Cl)[N+]([O-])=O,-127.6931299999992
241,CNC(=O)Oc1cc(C)cc(c1)C(C)C,-153.16792999999825
242,CNC(=O)Oc1ccccc1C(C)C,-140.28176999999823
243,CO[P](=S)(OC)Oc1ccc(cc1)C#N,-127.65828999999894
244,CCO[P](=S)(OCC)SCN1N=Nc2ccccc2C1=O,-185.12516000000005
245,CNC(=O)Oc1cc(C)cc(C)c1,-127.87661999999864
246,CCO[P](=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,-136.36439999999902
247,CON(C)C(=O)Nc1ccc(Br)cc1,-122.99201999999923
248,COC(=O)N[S](=O)(=O)c1ccc(N)cc1,-127.61434000000008
249,CO[P](=S)(OC)Oc1ccc(Sc2ccc(O[P](=S)(OC)OC)cc2)cc1,-227.79550000000836
250,CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,-146.126479999999
251,CCC(C)c1ccccc1OC(=O)NC,-152.89364999999816
252,CO[P]1(=S)OCc2ccccc2O1,-110.03364999999849
253,CCO[P](=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,-137.44446999999946
254,CO[P](=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,-110.70938999999998
255,CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,-131.05262999999877
256,CC(C)Nc1nc(N)nc(Cl)n1,-114.15551999999889
257,CSc1nc(NC(C)C)nc(NC(C)C)n1,-168.89309999999796
258,CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,-159.85531999999785
259,CCCO[P](=O)(OCCC)Oc1ccc(SC)cc1,-183.71305999999913
260,CO[P](N)(=O)SC,-64.15262999999959
261,CCO[P](=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-194.27803000000085
262,CCO[P](=S)(Oc1ccc(cc1)C#N)c2ccccc2,-177.52657999999974
263,CCO[P](=S)(OCC)SCSC(C)(C)C,-148.8920099999982
264,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-122.2881799999991
265,CCO[P](=S)(OCC)O\N=C(C#N)\c1ccccc1,-170.36569999999938
266,[O-][N+](=O)c1ccc(Oc2ccc(cc2[N+]([O-])=O)C(F)(F)F)cc1,-162.8354300000019
267,CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-132.60417999999845
268,CCc1cccc(CC)c1N(COC)C(=O)CCl,-177.39867999999842
269,CNC(=O)O\N=C(/C)SC,-92.33957999999893
270,CCO[P](=O)(Sc1ccccc1)Sc2ccccc2,-167.92623999999932
271,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,-200.6967599999998
272,CO[P](=S)(OC)Oc1cc(Cl)c(I)cc1Cl,-111.39523999999983
273,CC(C)Oc1cc(N2N=C(OC2=O)C(C)(C)C)c(Cl)cc1Cl,-194.4818699999987
274,COc1ccc(NC(=O)N(C)C)cc1Cl,-137.25523999999814
275,CSC1=NN=C(C(=O)N1N)C(C)(C)C,-136.52756999999838
276,CO[P](=S)(Oc1cc(Cl)c(Br)cc1Cl)c2ccccc2,-148.99395000000095
277,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-152.08883999999853
278,CCO[P](=O)(NC(C)C)Oc1ccc(SC)c(C)c1,-189.0783299999989
279,CNC(=O)O\N=C(SC)\C(=O)N(C)C,-128.60928999999942
280,CCO[P](=S)(OCC)Oc1cc(C)nc(n1)N(CC)CC,-211.06375999999818
281,CCO[P](=S)(OCC)Oc1ncn(n1)c2ccccc2,-181.7591199999997
282,CCCO[P](=S)(OCCC)SCC(=O)N1CCCCC1C,-215.04662999999755
283,CC(C)N1C(=O)c2ccccc2N[S]1(=O)=O,-142.49236999999903
284,CCO[P](=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-214.60843999999906
285,CC(C)O[P](=O)(OC(C)C)SCc1ccccc1,-178.38991999999917
286,Clc1c(Cl)c(Cl)c2C(=O)OCc2c1Cl,-83.13927000000058
287,CCN(CC)C(=O)SCc1ccc(Cl)cc1,-150.33200999999872
288,CCN(CC)c1nc(C)cc(O[P](=S)(OC)OC)n1,-185.44047999999793
289,CO[P](=O)(NC(C)=O)SC,-90.4380599999995
290,CC12CC1(C)C(=O)N(C2=O)c3cc(Cl)cc(Cl)c3,-148.57225999999946
291,CCNc1nc(NC(C)(C)C)nc(OC)n1,-170.52080999999816
292,CC(C)c1ccc(NC(=O)N(C)C)cc1,-158.49485999999797
293,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,-164.3032500000004
294,CCO[P](=O)(OCC)SCN1N=Nc2ccccc2C1=O,-187.21366000000035
295,CCCS[P](=O)(OCC)Oc1ccc(Br)cc1Cl,-150.72411999999895
296,CCO[P](=S)(OCC)Oc1nn(C(C)C)c(Cl)n1,-163.3776999999991
297,COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+]([O-])=O,-163.8755799999999
298,CCOc1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,-179.17422000000442
299,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,-182.27555999999913
300,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,-164.76715999999942
301,COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,-180.64069999999992
302,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(Cl)cc3,-270.1126600000098
303,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-240.41711000000942
304,CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OCc2cccc(Oc3ccccc3)c2,-227.57571000000053
305,CC(C)(C)C(O)C(Oc1ccc(cc1)c2ccccc2)n3cncn3,-243.7018999999991
306,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n2cncn2,-187.4496499999991
307,COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C,-196.0925999999995
308,CSC(/C)=N/OC(=O)N(C)SN(C)C(=O)O\N=C(/C)SC,-183.42626999999948
309,CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12,-248.98564000000897
310,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n2ccnc2,-194.23386999999911
311,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3,-289.88855000000876
312,Nc1c(Cl)c(Oc2ccccc2)ccc1[N+]([O-])=O,-144.911689999999
313,COC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(C)cc(C)n2,-217.9316500000059
314,COC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(C)nc(OC)n2,-220.97395000000597
315,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n2cncn2,-194.70939999999837
316,COC(=O)c1ccccc1C[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2,-240.78694000000814
317,Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F,-164.45731000000342
318,CCOC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(Cl)cc(OC)n2,-221.93472000000656
319,c1ccc(cc1)c2ccccc2,-115.79476999999906
320,Brc1ccc(cc1)c2ccccc2,-114.41296999999872
321,Cc1ccc(cc1)c2ccccc2,-128.65599999999858
322,Clc1cccc(c1)c2cccc(Cl)c2,-114.55917999999929
323,Clc1ccc(cc1)c2ccc(Cl)cc2,-114.57191999999895
324,Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-108.6268100000002
325,Clc1ccccc1c2ccccc2,-115.22185999999897
326,Clc1cccc(c1)c2ccccc2,-115.18336999999906
327,Clc1ccc(cc1)c2ccccc2,-115.18821999999909
328,Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl,-110.31889000000047
329,Clc1ccc(c(Cl)c1)c2ccc(Cl)cc2Cl,-113.31999999999925
330,Clc1ccc(cc1Cl)c2ccccc2,-114.46117999999933
331,Clc1ccc(cc1)c2ccc(Cl)cc2Cl,-113.94363999999905
332,Clc1ccccc1c2ccccc2Cl,-114.65078999999923
333,Clc1cc(Cl)c(cc1Cl)c2ccccc2,-113.80793999999923
334,Clc1cccc(Cl)c1c2c(Cl)cccc2Cl,-113.43275999999923
335,Clc1cccc(c2ccccc2)c1Cl,-114.50102999999945
336,Clc1ccc(cc1)c2cc(Cl)ccc2Cl,-113.94359999999915
337,Clc1c(Cl)c(Cl)c(c2ccccc2)c(Cl)c1Cl,-112.23674999999912
338,Clc1cccc(c1)c2ccccc2Cl,-114.6017599999991
339,Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)cc2Cl,-112.4370299999996
340,Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2,-113.20518999999922
341,Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,-113.20131999999921
342,Clc1ccc(cc1Cl)c2ccc(Cl)c(Cl)c2,-113.10107999999946
343,Clc1ccc(cc1)c2cc(Cl)c(Cl)cc2Cl,-113.18071999999893
344,Clc1ccc(cc1)c2ccc(Cl)c(Cl)c2Cl,-113.13221999999905
345,Clc1cccc(Cl)c1c2ccccc2,-114.60646999999926
346,Clc1ccc(c(Cl)c1)c2ccccc2,-114.56458999999904
347,Clc1cc(c2ccccc2)c(Cl)c(Cl)c1Cl,-112.98234999999931
348,Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl,-112.01634999999987
349,Clc1ccc(Cl)c(c1)c2ccccc2,-114.56572999999935
350,Clc1ccc(cc1)c2ccccc2Cl,-114.60796999999911
351,Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl,-111.7766200000001
352,Clc1ccc(c(Cl)c1Cl)c2cc(Cl)c(Cl)cc2Cl,-111.74161999999978
353,Clc1cc(Cl)c(c(Cl)c1)c2ccccc2,-113.9082299999991
354,Clc1ccc(Cl)c(c1)c2cc(Cl)ccc2Cl,-113.32254999999896
355,Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-111.7184000000002
356,Brc1ccc(c(Br)c1Br)c2ccc(Br)c(Br)c2Br,-107.0872000000004
357,Clc1ccc(Cl)c(c1)c2ccccc2Cl,-113.98370999999952
358,Clc1ccc(c(Cl)c1)c2ccccc2Cl,-113.98872999999912
359,Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)cc2Cl,-112.55712999999969
360,Clc1ccc(Cl)c(c1)c2c(Cl)ccc(Cl)c2Cl,-112.60688999999957
361,Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)cc2Cl,-112.56049999999959
362,Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2Cl,-112.5076599999993
363,Clc1ccc(cc1Cl)c2c(Cl)ccc(Cl)c2Cl,-112.48375999999917
364,Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl,-111.6919399999997
365,Clc1ccc(Cl)c(c1Cl)c2c(Cl)ccc(Cl)c2Cl,-111.90409
366,Clc1ccccc1c2c(Cl)cccc2Cl,-114.04122999999936
367,Clc1ccc(cc1)c2c(Cl)cccc2Cl,-113.98607999999922
368,Clc1cccc(c1Cl)c2ccccc2Cl,-113.92393999999922
369,Clc1cccc(c1)c2cc(Cl)ccc2Cl,-113.93322999999918
370,Clc1ccc(cc1)c2cccc(Cl)c2Cl,-113.88132999999925
371,Clc1ccc(cc1Cl)c2ccccc2Cl,-113.87174999999934
372,Clc1ccc(cc1)c2ccc(Cl)c(Cl)c2,-113.83903999999893
373,Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,-113.1919199999993
374,Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl,-113.26133999999956
375,Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl,-113.32672999999932
376,Clc1cccc(c1Cl)c2cc(Cl)c(Cl)cc2Cl,-112.48563999999988
377,Clc1ccc(c(Cl)c1Cl)c2ccccc2Cl,-113.17409999999927
378,Clc1cccc(c1Cl)c2c(Cl)ccc(Cl)c2Cl,-112.54700999999932
379,Clc1ccc(Cl)c(c1)c2cc(Cl)cc(Cl)c2Cl,-112.54101999999966
380,Clc1cc(Cl)c(Cl)c(c1)c2c(Cl)ccc(Cl)c2Cl,-111.83381999999983
381,Clc1cccc(c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-111.6625299999996
382,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,-182.17581999999902
383,c1ccc2c(c1)ccc3cc4c(ccc5ccccc45)cc23,-202.22597999999925
384,Cc1ccc2cc3c(ccc4ccccc34)c5CCc1c25,-199.8538199999989
385,c1ccc2cc3c(ccc4ccccc34)cc2c1,-166.6319399999984
386,Cc1c2ccccc2c(C)c3c4ccccc4ccc13,-191.88454999999885
