,Smiles,Change-Energy
41,CSCCC(N)C(O)=O,-88.01647999999886
42,NC1=N[NH]C=N1,-57.43512999999996
43,OC(CC(O)=O)C(O)=O,-72.82906999999977
44,NC(CCC(N)=O)C(O)=O,-96.56475999999907
45,CNC(=O)O\N=C\C(C)(C)SC,-117.66937999999845
46,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-71.95250999999917
47,CCC1(CC)C(=O)NCC(C)C1=O,-138.21500999999807
48,CC1=CC(=O)NO1,-60.38854999999967
49,NC(CCCNC(N)=N)C(O)=O,-124.6637299999984
50,CNC(=O)O\N=C(\C)SC,-92.33649999999898
51,[O-][N+](=O)OC1COC2C(COC12)O[N+]([O-])=O,-116.82896999999957
52,CC1=CC=C(O)C=C1,-78.38177999999925
53,CC1=C(O)C=CC=C1,-78.48975999999925
54,CC1(C)C(=O)NC(=O)NC1=O,-99.84134999999878
55,NC1=CC=C(N)C=C1,-82.14424999999915
56,NC1=CC(=CC=C1)N,-82.33278999999902
57,NC1=C(N)C=CC=C1,-81.91634999999906
58,CC1=CC=C(CO)C=C1,-91.0982799999988
59,CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C,-185.73837999999796
60,CN(C)NC(=O)CCC(O)=O,-108.31402999999864
61,O=C1NC(=O)C2(CC2)C(=O)N1,-93.8148999999994
62,OC1=CC=C(O)C=C1,-70.96077999999943
63,CCCCCCCCCCNC(=O)NC1CCCCC1,-237.41997999999694
64,OC1=CC(=CC=C1)O,-71.18283999999949
65,OC1=C(O)C=CC=C1,-71.01768999999945
66,CCC1=CC=C(O)C=C1,-91.15376999999876
67,CCN(CC)C(=S)SSC(=S)N(CC)CC,-155.43705999999793
68,CCC1(C)C(=O)NC(=O)NC1=O,-112.43502999999873
69,NC1=NC(=O)NC=C1,-73.4586899999997
70,CC1=C(C)C=C(O)C=C1,-91.32339999999886
71,CC1=CC(=C(C)C=C1)O,-91.34766999999874
72,OCC1=C(O)C=CC=C1,-83.70243999999889
73,CC1=C(C)C(=CC=C1)O,-91.30319999999892
74,CC1=CC=CC(=C1O)C,-91.28745999999887
75,O=C1NNC(=O)C=C1,-66.80028999999945
76,O=C1NC=CC(=O)N1,-68.49761999999942
77,O=C1NC(=O)C2(CCC2)C(=O)N1,-106.83551999999918
78,CC1=CC(=C(C)C=C1C)C,-111.49936999999863
79,NC(=O)C1=CC=CC=C1,-84.48562999999899
80,ClC1=CC=C(Cl)C=C1,-58.94293999999968
81,OC(=O)C1=CC=CC=C1,-79.03093999999919
82,CCC1(CC)C(=O)NC(=O)NC1=O,-125.02544999999873
83,OC1=CC=C(C=O)C=C1,-78.26114999999913
84,CC1(CC=C)C(=O)NC(=O)NC1=O,-119.3546299999989
85,OC1=CC=CC(=C1)C=O,-78.34897999999907
86,NC(=O)C1=CC=CN=C1,-82.58698999999933
87,OC(=O)C1=CN=CC=C1,-77.13738999999964
88,NC(=O)C1=CN=CC=N1,-80.55351999999948
89,CC1=CC(=C(C)C(=C1)C)O,-104.17847999999867
90,CC1=CC(=C(O)C(=C1)C)C,-104.13215999999875
91,CC1=C(Cl)C=CC(=C1)O,-77.95330999999919
92,O=C1NC(=S)NC=C1,-65.85436999999934
93,OC1=C(O)C(=CC=C1)O,-76.35647999999901
94,CCC(C)C1=CC=C(O)C=C1,-116.40416999999843
95,CCC1(C(C)C)C(=O)NC(=O)NC1=O,-137.59518999999864
96,CCC1(CC=C)C(=O)NC(=O)NC1=O,-132.0072299999988
97,CC1=C(C)C(=C(C)C(=C1)C)C,-124.21027999999819
98,CC(=O)NC1=CC=CC=C1,-97.22590999999898
99,FC1=CNC(=O)NC1=O,-68.74707999999964
100,CCC1(CC)C(=O)NC(=O)N(C)C1=O,-137.45228999999836
101,O=C1NC(=O)C2(CCCCC2)C(=O)N1,-132.7896799999985
102,CNC(C)C(O)C1=CC=CC=C1,-126.83760999999845
103,OC(=O)CC1=CC=CC=C1,-91.79625999999894
104,CC(C)(C)C1=CC=C(O)C=C1,-116.4475399999983
105,CC1=CC=C(C=C1)C(O)=O,-91.92051999999899
106,CC1=CC=CC(=C1)C(O)=O,-91.88864999999919
107,CCC1(CC)C(=O)NC(=S)NC1=O,-122.40594999999894
108,OC(=O)C1=CSC=C1,-61.939649999999574
109,CC1=C(C=CC=C1)C(O)=O,-91.89100999999891
110,CC(C)C1=C(O)C=C(C)C=C1,-116.65148999999838
111,CC(C)=CCC1(C)C(=O)NC(=O)NC1=O,-145.02232999999842
112,OC1=CC=C(Br)C=C1,-64.27946999999949
113,OC(=O)C1=CC=C(F)C=C1,-79.64071999999919
114,OC1=CC(=CC=C1)Br,-64.13450999999964
115,NNC(=O)C1=CC=NC=C1,-92.51520999999957
116,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,-150.31109999999853
117,OC(=O)C1=C(F)C=CC=C1,-79.56064999999921
118,NC1=CC=C(C=C1)C(O)=O,-90.1795599999989
119,CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O,-150.25984999999855
120,CC(C)C1(CC=C)C(=O)NC(=O)NC1=O,-144.69231999999874
121,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-138.97442999999885
122,OC(=O)C1=CC=C(O)C=C1,-84.56259999999952
123,NC1=C(C=CC=C1)C(O)=O,-90.1585499999992
124,NC(=O)C1=C(O)C=CC=C1,-89.97923999999898
125,OC(=O)C1=CC(=CC=C1)O,-84.46019999999953
126,OC1=C(Cl)C=CC(=C1)Cl,-64.30069999999955
127,CCCCCC1(CC)C(=O)NC(=O)NC1=O,-162.89865999999847
128,ClC1=CC=C(Br)C=C1,-58.17218999999932
129,NC1=CC(=CC=C1)[N+]([O-])=O,-84.9239199999995
130,OC1=C(Cl)C=CC=C1Cl,-64.24771999999939
131,OC(=O)C1=C(O)C=CC=C1,-84.58364999999935
132,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-163.0967199999982
133,CCNC(=O)NC(=O)C(=N/OC)/C#N,-115.93310999999903
134,NC1=C(C=CC=C1)[N+]([O-])=O,-85.07757999999967
135,OC(=O)/C=C/C1=CC=CC=C1,-98.82697999999891
136,CC1=C(C)C(=C(C)C(=C1C)C)C,-136.87893999999824
137,CC(=O)NC1=CC=C(C)C=C1,-110.06454999999869
138,OC1=CC(=CC=C1)[N+]([O-])=O,-79.17598999999927
139,CC(=O)NC1=CC(=CC=C1)C,-110.1016599999989
140,OC1=C(C=CC=C1)[N+]([O-])=O,-79.46116999999936
141,O=C1NC(=S)NC(=O)C12CCCCC2,-129.94907999999805
142,CCC(=O)C1=CC=C(N)C=C1,-109.65922999999884
143,CC12CCC3C(CC=C4CC(O)CCC34C)C1CCC2=O,-225.94129999999768
144,ClC1=CC(=CC(=C1)Cl)Cl,-58.23667999999975
145,OC(=O)C1=CC=C(Cl)C=C1,-78.39298999999914
146,ClC1=C(Cl)C(=CC=C1)Cl,-58.13209999999981
147,CC(=O)NC1=CC=C(F)C=C1,-97.79956999999922
148,CC/C=C(C)/C1(CC)C(=O)NC(=O)NC1=O,-157.3890199999987
149,OC(=O)C1=CC(=CC=C1)Cl,-78.35966999999937
150,[NH]1C=CC2=C1C=CC=C2,-86.15978999999902
151,OC(=O)COC1=CC=CC=C1,-96.48326999999881
152,COC(=O)C1=CC=C(N)C=C1,-102.37134999999898
153,OC(=O)C1=C(Cl)C=CC=C1,-78.31971999999928
154,CC12CCC3C(CCC4CC(=O)CCC34C)C1CCC2O,-230.9572299999977
155,CC(=O)NC1=CC=C(O)C=C1,-102.6433299999992
156,COC(=O)C1=CC=C(O)C=C1,-96.76178999999865
157,COC1=CC=C(C=C1)C(O)=O,-96.79370999999946
158,CNC(=O)O/N=C(SC)/C(=O)N(C)C,-128.5618799999993
159,CC(=O)NC1=CC=CC(=C1)O,-102.75698999999918
160,CCCCCCCC1(CC)C(=O)NC(=O)NC1=O,-188.1939199999979
161,[O-][N+](=O)C1=C(Cl)C=CC=C1,-73.11109999999985
162,COC1=CC(=CC=C1)C(O)=O,-96.67057999999929
163,OC(=O)C1=CC=C(C=C1)C#N,-92.02150999999935
164,COC(=O)/C=C/C1=CC=CC=C1,-111.00668999999903
165,CC(=O)NC1=C(O)C=CC=C1,-102.63831999999888
166,COC1=C(Cl)C(=CC=C1)Cl,-76.4874499999994
167,CN(C)C(=O)NC1=CC=CC=C1,-120.35945999999831
168,OC(C(O)=O)C1=CC=CC=C1,-96.98246999999878
169,COC1=CC(=CC=C1O)C=O,-95.95186999999873
170,COC1=CC=CC=C1C(O)=O,-96.63728999999921
171,CC(C)C1(CC=C(C)C)C(=O)NC(=O)NC1=O,-170.33480999999801
172,[NH]1N=NC2=C1C=CC=C2,-81.59175999999934
173,CC1=CC(=C(C=C1)C(O)=O)O,-97.55797999999936
174,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,-169.7881799999982
175,CC1=CC(=C(O)C=C1)C(O)=O,-97.21219999999926
176,ClC1=CC=CC(=C1)N=C=S,-75.8435999999997
177,ClC1=CC=CC(=C1C#N)Cl,-71.89283999999952
178,CO[P](=O)(NC(C)=O)SC,-90.58743999999933
179,CCCCCCCCCC1=CC=C(O)C=C1,-179.75297999999702
180,CNC(=O)O\N=C\C(C)(C)[S](C)(=O)=O,-128.10838999999896
181,[O-][N+](=O)C1=CC=CC(=C1)C=O,-86.52691999999956
182,CCOC(=O)C1=CC=C(N)C=C1,-115.14550999999892
183,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,-160.30553999999847
184,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2O,-225.8892799999976
185,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,-165.22181999999884
186,[O-][N+](=O)C1=C(C=O)C=CC=C1,-86.4582799999996
187,CCC1C(=O)NC(=O)NC1=O,-99.78792999999905
188,CC(=O)NC1=C(Cl)C=CC=C1,-96.59470999999917
189,NC1=CC(=C(C=C1)C(O)=O)O,-95.88047999999935
190,NC1=CC(=C(O)C=C1)C(O)=O,-95.27797999999939
191,CN1C(=O)NC(=O)C(C)(C1=O)C2=CCCCC2,-164.95306999999866
192,BrC1=CC=C(Br)C=C1,-57.399429999999484
193,S=C=NC1=CC=CC(=C1)C#N,-89.48022999999944
194,COC1=CC=C(NC(C)=O)C=C1,-114.85064999999872
195,COC(=O)C1=CC=C(OC)C=C1,-108.99249999999847
196,NC(CC1=CC=CC=C1)C(O)=O,-115.0581799999984
197,CCCCCCCCCC1(CC)C(=O)NC(=O)NC1=O,-213.64430999999786
198,COC(=O)CCCNC(=O)N[C]12C[CH]3[CH2]C([CH2][CH](C3)C1)C2,-220.76883999999836
199,CC(C)OC(=O)NC1=CC=CC=C1,-127.9152699999986
200,CC1=C[NH]C2=C1C=CC=C2,-98.97728999999913
201,CNCC(O)C1=CC(=C(O)C=C1)O,-124.77172999999857
202,OC(=O)C1=CC(=CC=C1O)O,-89.72160999999915
203,CCOC1=C(O)C=CC(=C1)C=O,-108.598739999999
204,CC1=NC=C([N]1CCO)[N+]([O-])=O,-105.70093999999926
205,C1=CC2=C(C=C1)C=CC=C2,-95.68926999999917
206,CC(=O)NC1=CC=C(C=O)C=C1,-109.97809999999868
207,COC1=C(OC)C=C(C=O)C=C1,-108.08942999999863
208,COC1=CC(=C(OC)C=C1)C=O,-108.06443999999874
209,NC1=NC(=NC(=N1)NC2CC2)N,-120.02216999999905
210,CCCOC(=O)C1=CC=C(N)C=C1,-127.81116999999858
211,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2,-177.70209999999906
212,OC1=C(Cl)C=C(Cl)C=C1Cl,-63.531049999999595
213,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-238.31080999999767
214,CN(C)C1=CC=C(C=C1)N=C=S,-112.35174999999936
215,CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,-167.1415099999981
216,COC1=CC=CC=C1OCC(O)CO,-131.3234799999982
217,CC1=NC2=C([NH]1)C=CC=C2,-97.16408999999908
218,OC(=O)C1=CC=C(Br)C=C1,-77.61243999999942
219,OC(=O)C1=CC(=O)NC(=O)N1,-87.02502999999979
220,CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,-226.88991999999826
221,OC(=O)C1=CC(=CC=C1)Br,-77.59859999999958
222,CCOC1=CC=C(NC(C)=O)C=C1,-127.61527999999862
223,C1=CC2=C(C=C1)C=NN=C2,-91.44863999999916
224,N#CC(=NNC1=CC=CC=C1)C#N,-114.16653999999926
225,C1=CC2=C(C=C1)N=CC=N2,-91.72281999999927
226,ClC1=C(Cl)C=C(Cl)C(=C1)Cl,-57.404929999999695
227,CC(C)C1C(=O)NC(=O)NC1=O,-112.43948999999884
228,ClC1=CC(=C(Cl)C(=C1)Cl)Cl,-57.407089999999926
229,OC1=C(F)C(=C(F)C(=C1F)F)F,-67.70387999999957
230,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-99.72861999999941
231,ClC1=C(Cl)C(=C(Cl)C=C1)Cl,-57.3609799999997
232,OC(=O)C1=C(Br)C=CC=C1,-77.46845999999937
233,CN(C)C=NC1=C(C)C=C(Cl)C=C1,-126.33155999999849
234,CCCCOC(=O)C1=CC=C(N)C=C1,-140.46362999999792
235,OC(=O)C1=CC=C(C=C1)C(O)=O,-97.80321999999933
236,OC(=O)COC1=CC=C(Cl)C=C1,-95.89985999999908
237,NC(=O)C1=CC=CC=C1C(N)=O,-108.79696999999896
238,CCCCCC(O)/C=C/C1C(O)CC(=O)C1C\C=C\CCCC(O)=O,-259.3009999999995
239,OC(=O)C1=CC(=C(Cl)C=C1)Cl,-77.61929999999938
240,CCCCOC(=O)C1=CC=C(O)C=C1,-134.87449999999808
241,OC(=O)C1=CC(=CC=C1)C(O)=O,-97.82974999999897
242,OC(=O)C1=C(Cl)C=C(Cl)C=C1,-77.63524999999936
243,OC(=O)COC1=CC(=CC=C1)Cl,-95.93213999999898
244,OC(=O)C1=CC=C(C=C1)[N+]([O-])=O,-92.63501999999971
245,ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,-119.26585999999907
246,OC(=O)COC1=C(Cl)C=CC=C1,-95.74148999999898
247,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2=O,-220.54749999999785
248,CCC1=C(CCCC1)C2(CC)C(=O)NC(=O)NC2=O,-190.49466999999777
249,CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,-239.1978599999975
250,OC(=O)C1=CC=CC=C1C(O)=O,-97.61356999999907
251,OC(=O)C1=CC(=CC=C1)[N+]([O-])=O,-92.65635999999995
252,C1=NC2=C(N=C1)N=CN=C2,-87.61181999999962
253,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,-236.39605999999912
254,CC1=CC2=C(C=CC=C2)C=C1,-108.54706999999894
255,OC(=O)CNC(=O)C1=CC=CC=C1,-115.70274999999901
256,[O-][N+](=O)C1=C(Cl)C=CC(=C1)Cl,-72.37410999999975
257,[O-][N+](=O)C1=CC=C(C=C1)[N+]([O-])=O,-87.43101999999953
258,NC1=NC=NC2=C1N=C[NH]2,-91.72305999999935
259,CCC1(C(=O)NC(=O)NC1=O)C2=CC3CCC(C3)C2,-185.36351999999897
260,OC(=O)C1=NC(=CC=C1Cl)Cl,-75.40665999999965
261,CC(=O)NC1=CC=C(Br)C=C1,-95.83603999999923
262,OC(=O)C1=C(C=CC=C1)[N+]([O-])=O,-92.44118999999955
263,O=C1NC=NC2=C1C=N[NH]2,-86.00378999999953
264,[O-][N+](=O)C1=CC(=CC=C1)[N+]([O-])=O,-87.43113999999969
265,OC(=O)C1=CC=C(C=C1)N=C=S,-95.3304099999998
266,O=C1NC=NC2=C1N=C[NH]2,-86.28242999999975
267,OC(=O)C1=C(C=NC=C1)C(O)=O,-95.66774999999961
268,ClC1=CC=CC(=N1)C(Cl)(Cl)Cl,-67.90223999999921
269,NC(CC1=CC=C(O)C=C1)C(O)=O,-120.5069099999987
270,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,-127.09614999999849
271,OC(=O)C1=CC(=CC=C1)N=C=S,-95.26687999999967
272,CCNC1=NC(=NC(=N1)Cl)NCC,-126.58389999999827
273,[O-][N+](=O)C1=C(C=CC=C1)[N+]([O-])=O,-87.10063999999966
274,CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O,-155.97364999999854
275,OC1=C(Br)C=C(Br)C=C1,-62.76012999999966
276,CCCCCOC(=O)CCCNC(=O)N[C]12C[CH]3[CH2]C([CH2][CH](C3)C1)C2,-271.493039999998
277,CO[P](=O)(OC)C(O)C(Cl)(Cl)Cl,-83.18393999999944
278,COC1=C(OC)C=C(Cl)C(=C1)Cl,-94.01983999999902
279,ClC1C2OC2C3C1C4(Cl)C(=C(Cl)C3(Cl)C4(Cl)Cl)Cl,-104.21977999999945
280,NC1=CC=CC2=C1C=CC=C2,-106.65861999999879
281,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-104.67666999999938
282,CC(C)C1=CC=C(NC(=O)N(C)C)C=C1,-158.50456999999778
283,OCC(O)C1OC(=O)C(=C1O)O,-96.55292999999938
284,CC(=O)NC1=CC=C(C=C1)[N+]([O-])=O,-110.99267999999938
285,OC1=CC=CC2=C1C=CC=C2,-101.11432999999897
286,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,-123.99401999999918
287,CC1=C(OCC(O)=O)C=CC(=C1)Cl,-108.68474999999899
288,CN(C)C(=O)NC1=NOC(=C1)C(C)(C)C,-152.68242999999848
289,CC(C)OC(=O)NC1=CC=CC(=C1)Cl,-127.30543999999873
290,CC(C)NCC(O)COC1=C(CC=C)C=CC=C1,-189.5433699999976
291,CC(=O)OC1=CC=C(C=C1)[N+]([O-])=O,-105.09064999999964
292,CC(C)N(C(=O)CCl)C1=CC=CC=C1,-133.95147999999836
293,OC(=O)C1=CC=C(I)C=C1,-77.05528999999956
294,OC1=CC=CC2=C1N=CC=C2,-99.31834999999887
295,CC(OC1=CC=C(Cl)C=C1)C(O)=O,-108.69606999999905
296,CC(=O)NC1=CC=CC=C1[N+]([O-])=O,-110.97534999999971
297,CC1=CC2=C(C=C1)C=C(C)C=C2,-121.40394999999876
298,OC(=O)C1=C(O)C=CC(=C1)Br,-83.20954999999958
299,CC1=CC2=C(C=CC=C2)C=C1C,-121.35599999999863
300,CCNC1=NC(=NC(=N1)Cl)NC(C)C,-139.36124999999856
301,CNC(=O)OC1=CC(=CC(=C1)C)C(C)C,-153.2003299999983
302,OC(=O)C1=CC(=CC=C1)I,-77.03308999999945
303,O=C1NC(=O)C2=CC=CC=C12,-92.4226299999998
304,O=C1OC2=C(C=CC=C2)C=C1,-93.62683999999899
305,CC1=C(OCCCC(O)=O)C=CC(=C1)Cl,-134.30958999999848
306,NC1=CC=C(C=C1)[S](N)(=O)=O,-96.31952999999953
307,OC1=C(Cl)C(=C(Cl)C=C1Cl)Cl,-62.713839999999436
308,CCC(=O)NC1=CC(=C(Cl)C=C1)Cl,-108.51283999999896
309,OCC1=CC=CC2=C1C=CC=C2,-113.67764999999872
310,ClC1=CC2=C(C=CC=C2)C=C1,-95.0696599999992
311,CC1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,-100.30481999999984
312,CC1=CC=CC2=C1C=CC=C2C,-121.3185099999987
313,COC(=O)C1=CC=C(C=C1)C(=O)OC,-122.23538999999892
314,CCCCC1=C(C)N=C(NC1=O)N(C)C,-161.81612999999788
315,C1=CC=C(C=C1)C2=CC=CC=C2,-115.79556999999886
316,CC1CCCCC1NC(=O)NC2=CC=CC=C2,-179.0184999999983
317,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,-175.9884799999977
318,O=C1OC(=O)C2=CC=CC=C12,-86.33270999999922
319,CC(=O)NC1=CC=C(OC(C)=O)C=C1,-128.3799799999997
320,CC(CCC(O)=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,-305.00831000000926
321,ClC1=C(Cl)C(=C(Cl)C(=C1)Cl)Cl,-56.56494999999995
322,CCOC(=O)C1(CCN(C)CC1)C2=CC=CC=C2,-185.15718999999808
323,CN(CC1=CC=C(Cl)N=C1)C(C)=NC#N,-137.35971999999902
324,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-245.80664999999863
325,ClC1=C(Cl)C2(Cl)C3CO[S](=O)OCC3C1(Cl)C2(Cl)Cl,-112.2162100000005
326,IC1=CC=C(I)C=C1,-56.29093999999941
327,C1CC2=CC=CC3=CC=CC1=C23,-116.09667999999897
328,NC(=O)N/N=C/C1=CC=C(O1)[N+]([O-])=O,-110.7540699999995
329,CC(=O)NC1=CC=C(I)C=C1,-95.27743999999893
330,C1=NC=CC(=C1)C2=CC=NC=C2,-112.04559999999879
331,OC1=C(C=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,-92.69831999999951
332,OC(=O)COC1=CC(=C(Cl)C=C1)Cl,-95.11442999999872
333,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-251.2317299999986
334,C(CC1=CC=CC=C1)C2=CC=CC=C2,-141.1312199999984
335,OC1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,-92.6586199999997
336,CC(C)NC1=NC(=NC(=N1)Cl)NC(C)C,-152.03947999999855
337,C1=CC=C(N=C1)C2=NC=CC=C2,-111.943659999999
338,OC(=O)COC1=C(Cl)C=C(Cl)C=C1,-95.14768999999933
339,NC(CC1=CC=C(O)C(=C1)O)C(O)=O,-125.8794399999988
340,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,-162.34107999999787
341,ClC(Cl)(Cl)C(NC=O)N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl,-164.98377000000346
342,CCNC1=NC(=NC(=N1)Cl)N(CC)CC,-151.68960999999854
343,COC1=C(Cl)C(=C(Cl)C(=C1)Cl)Cl,-74.97668999999951
344,COC1=C(Cl)C(=C(Cl)C=C1Cl)Cl,-74.93466999999919
345,BrC1=CC(=CC(=C1)Br)Br,-55.931249999999864
346,ClC1=CC2=C(OC(=O)N2)C=C1,-83.79442999999947
347,CON(C)C(=O)NC1=CC=C(Cl)C=C1,-123.75627999999915
348,CN(C)C(=O)NC1=CC(=C(Cl)C=C1)Cl,-119.03437999999869
349,BrC1=CC(=C(Br)C=C1)Br,-55.91582999999969
350,OC(=O)C1=CC=C(Cl)C(=C1)[N+]([O-])=O,-91.8468699999994
351,OC(=O)CCCOC1=C(Cl)C=C(Cl)C=C1,-120.7632499999986
352,OC(=O)C1=C(C=CC(=C1)Cl)[N+]([O-])=O,-91.72252999999955
353,N(C1=CC=CC=C1)C2=CC=CC=C2,-126.54599999999868
354,COC1=CC=CC=C1OCC(O)COC(N)=O,-155.5189899999982
355,OC(=O)CC1=CC(=C(OCC=C)C=C1)Cl,-128.48885999999857
356,CC1=CC=C(C)C2=C1C=CC=C2C,-133.91725999999835
357,CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,-131.04891999999882
358,CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,-135.3811499999988
359,CCC1(CCC(=O)NC1=O)C2=CC=CC=C2,-156.20110999999815
360,OC(=O)C1=C(C(=CC=C1)Cl)[N+]([O-])=O,-91.60943999999972
361,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,-153.79587999999922
362,OC1=CC=CC2=C1C=CC=C2O,-106.55489999999895
363,NNC1=NN=CC2=C1C=CC=C2,-112.1156299999991
364,COC1=C(C(O)=O)C(=CC=C1Cl)Cl,-95.17717999999877
365,O(C1=CC=CC=C1)C2=CC=CC=C2,-120.70401999999876
366,ClCC#CCOC(=O)NC1=CC(=CC=C1)Cl,-127.5083699999991
367,COC1=C(OC)C(=C(Cl)C(=C1)Cl)Cl,-93.20324999999912
368,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-264.11011999999846
369,C[S](=O)(=O)OCCCCO[S](C)(=O)=O,-119.223109999999
370,CCNC1=NC(=NC(=N1)SC)NC(C)C,-156.30343999999832
371,C1=CC=C(C=C1)\C=C\C2=CC=CC=C2,-135.56793999999854
372,OC1=CC=C(C=C1)C2=CC=CC=C2,-121.2706899999987
373,OC(=O)CC1=C(Cl)C=CC(=C1Cl)Cl,-89.79853999999932
374,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2C(=O)CO,-250.91651999999794
375,OC(CCN1CCCC1)(C2CCCCC2)C3=CC=CC=C3,-230.67472999999745
376,CCNC1=NC(=NC(=N1)NC(C)(C)C#N)Cl,-152.0803399999986
377,CC1=C(O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,-105.62212999999974
378,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,-194.24221999999736
379,CNC(NCCSCC1=C(C)[NH]C=N1)=NC#N,-168.49620999999843
380,OC1=CC=CC=C1C2=CC=CC=C2,-121.2883499999989
381,CC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4C3CCC12C)C#C,-252.60190999999895
382,CNC(=O)OC1=C2OC(C)(C)CC2=CC=C1,-153.12502999999924
383,CCSC(=O)COC1=C(C)C=C(Cl)C=C1,-131.5158699999988
384,CC(OC1=C(Cl)C=C(Cl)C=C1)C(O)=O,-107.99389999999903
385,OC1=C(Br)C=C(C=C1Br)C#N,-75.6787399999996
386,C1=CC=C(C=C1)N=NC2=CC=CC=C2,-131.2505899999985
