,Smiles,Change-Energy
29,S=[P](N1CC1)(N2CC2)N3CC3,-106.82875999999874
30,OCC(Br)(CO)[N+]([O-])=O,-65.47397999999953
31,CO[P](=O)(OC)C(O)C(Cl)(Cl)Cl,-83.40205999999944
32,NC(CS)C(O)=O,-62.89955999999938
33,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O,-203.23465999999826
34,ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl,-138.4032499999994
35,C[C@]12CC[C@@H](O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CCC4=O,-231.25397999999723
36,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O,-225.79969999999776
37,COc1ccc2n(c(C)c(CC(O)=O)c2c1)C(=O)c3ccc(Cl)cc3,-215.99812999999995
38,CN1CCC[C@H]1c2cccnc2,-127.09705999999846
39,[Na+].Oc1ccccc1C([O-])=O,-77.79539999999974
40,OCC1OC(CC1O)N2C=C(I)C(=O)NC2=O,-140.36474999999973
41,NC(Nc1ccc(Cl)cc1)=NC(N)=NCCCCCCN=C(N)N=C(N)Nc2ccc(Cl)cc2,-328.4211600000117
42,CN(C)c1ccc(cc1)N=Nc2cccc(C)c2,-179.78833999999824
43,CC(C)O[P](F)(=O)OC(C)C,-108.39980999999898
44,CC1=CC(=O)NC(=S)N1,-78.79679999999985
45,NCCCC(O)=O,-72.29139999999916
46,C[C@@]12[C@H]3CC[C@H](O3)[C@]1(C)C(=O)OC2=O,-127.33958999999822
47,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,-238.0583299999994
48,Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,-251.33631000000514
49,CCO[P](=S)(OCC)Oc1ccc2C(=C(Cl)C(=O)Oc2c1)C,-185.82706999999982
50,OCC(O)CO,-58.661439999999175
51,NC(CC(O)=O)C(O)=O,-78.40259999999944
52,N[C@@H](CCC(N)=O)C(O)=O,-96.51026999999885
53,NC(CCC(O)=O)C(O)=O,-91.06045999999924
54,NCCCCC(N)C(O)=O,-108.2115199999987
55,N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O,-121.01920999999902
56,OCC(O)CO[P](O)(O)=O,-85.38555999999926
57,C=CCN=C=S,-53.25405999999998
58,CCCCCCCCCCCCCCCCCC(O)=O,-238.80307999999604
59,CN(C)N,-50.83127000000002
60,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,-171.51677999999993
61,CCOC(=O)C1(CCN(C)CC1)c2ccccc2,-185.14318999999796
62,OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,-107.46133999999893
63,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,-204.7704900000099
64,CC(O)CO,-53.45855000000017
65,O=C1CCO1,-42.56460000000004
66,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,-221.92532999999867
67,NC(N)=N[S](=O)(=O)c1ccc(N)cc1,-125.83601999999883
68,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-104.70544999999902
69,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-264.2018699999985
70,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-326.6635199999969
71,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@H]2O,-208.13234999999804
72,CN=C1CN(O)C(=C2C=C(Cl)C=CC2=N1)c3ccccc3,-185.42844999999943
73,CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,-241.4117499999984
74,OCC1OC(C(O)C1O)n2cnc3C(=O)N=CNc23,-164.82785999999942
75,OC1COC(O)C(O)C1O,-89.51636999999846
76,OCC1OC(O)C(O)C(O)C1O,-107.71576999999888
77,CCN(CC)C(=O)c1cccnc1,-132.88131999999814
78,O=C1Nc2ccccc2C=C1,-99.7620899999988
79,Nc1ccc(cc1)[S](=O)(=O)Nc2cnc3ccccc3n2,-183.38185999999996
80,[Cl-].Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,-177.43675999999869
81,Cc1ccccc1OCC(O)CO,-126.63058999999794
82,Cc1cc(O)ccc1Cl,-77.95278999999937
83,CSCCC(N)C(O)=O,-88.11022999999886
84,OCC(S)CS,-54.658959999999524
85,OCC1OC(O[P](O)(O)=O)C(O)C(O)C1O,-134.33667000000014
86,O=NN1CCOCC1,-75.56670999999892
87,NC(Cc1ccc(O)c(O)c1)C(O)=O,-125.81553999999869
88,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,-176.35739000000012
89,Nc1ccc(cc1)N=Nc2ccccc2,-142.15420999999878
90,NC(Cc1ccc(O)cc1)C(O)=O,-120.55645999999842
91,OCCS,-38.75154999999995
92,NCCCCCC(O)=O,-97.67013999999881
93,CNN,-38.30788000000007
94,CC(N)=O,-41.88247000000001
95,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O,-287.3119600000091
96,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,-123.99382999999943
97,COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1,-229.03342999999813
98,Nc1ncnc2n(cnc12)C3OC(CO[P](O)(O)=O)C(O)C3O,-193.19406000000527
99,Cc1cccc(Nc2ccccc2C(O)=O)c1C,-171.12036999999827
100,[Cl-].CN(C)c1ccc2nc3ccc(cc3[s+]c2c1)N(C)C,-191.93863999999894
101,Nc1[nH]ncn1,-57.44709
102,CC(C)CC(N)C(O)=O,-97.68505999999888
103,CC(C)(N)C(O)=O,-72.42112999999904
104,C/C=C(/C)C(=O)O[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(O)C[C@H](O)[C@@]6(O)[C@@H](CN7C[C@@H](C)CC[C@H]7[C@@]6(C)O)[C@]5(O)C[C@]24O[C@]13O,-423.4273300000168
105,CO[P](=O)(OC)OC=C(Cl)Cl,-79.37179999999898
106,[Na+].[O-]C(=O)CF,-34.88868999999977
107,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,-204.7782900000093
108,COC(=O)C1=CCCN(C)C1,-111.8340899999987
109,NC(Cc1ccccc1)C(O)=O,-115.11962999999855
110,CNC(=O)Oc1cccc(c1)C(C)C,-140.30832999999802
111,CCO,-35.482270000000085
112,OC=O,-23.413350000000037
113,CC(O)=O,-36.420490000000086
114,CCC(C)C(C)(COC(N)=O)COC(N)=O,-165.06232999999793
115,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(C)=O,-267.8236500000112
116,CSCCC(NC(C)=O)C(O)=O,-114.23072999999886
117,N[C@@H](Cc1cc(I)c(O)c(I)c1)C(O)=O,-116.28446999999915
118,c1cnc2c(c1)ccc3cccnc23,-127.17299999999909
119,Cc1ncc(CO)c(C=O)c1O,-107.24672999999893
120,[O-][N+](=O)c1oc(cc1)/C=N/N2CC(=O)NC2=O,-131.13778000000002
121,CC(=O)N/N=C/c1oc(cc1)[N+]([O-])=O,-112.47865999999885
122,CO,-22.636860000000013
123,CC(C)O,-48.25533000000007
124,CC(C)=O,-43.31738000000007
125,C[S](C)=O,-38.1960600000001
126,CN1C(=O)[C@]23CC4=CC=C[C@H](O)[C@H]4N2C(=O)[C@@]1(CO)SS3,-178.18624999999884
127,OC(=O)CS,-39.628369999999904
128,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,-226.78271999999833
129,Nc1ccc(cc1)[S](=O)(=O)Nc2ncccn2,-148.20253000000002
130,O=C1N=CNc2nc[nH]c12,-86.00426999999968
131,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(O)=O,-218.5308399999999
132,OCC(O)C(O)C(O)C(O)CO,-112.73128999999835
133,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,-204.85963000000902
134,O=C1NC(=O)C2=C(N1)NC(=O)N2,-98.31529999999975
135,Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl,-135.02377000000024
136,[O-][N+](=O)c1ccc(F)c(c1)[N+]([O-])=O,-87.86679999999978
137,NC(CC(N)=O)C(O)=O,-83.85059999999908
138,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,-401.24624000001677
139,NC(Cc1[nH]cnc1)C(O)=O,-103.73933999999895
140,CCCO,-48.145090000000096
141,NC1=CC=NC(=O)N1,-73.37614999999983
142,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4,-540.9399599999597
143,[Na+].CC(O)C([O-])=O,-50.709899999999834
144,CC(O)C(N)C(O)=O,-77.60461999999893
145,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,-124.38583999999946
146,COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,-174.22599999999875
147,Oc1ccc2C(=O)c3ccccc3C(=O)c2c1O,-147.6922899999995
148,CCc1ccc(cc1)C(C(Cl)Cl)c2ccc(CC)cc2,-190.62594999999828
149,NC(Cc1c[nH]c2ccccc12)C(O)=O,-141.03561999999874
150,Nc1ncnc2nc[nH]c12,-91.3169199999993
151,CC[C@H](C)[C@H](N)C(O)=O,-97.60803999999894
152,N[S](=O)(=O)c1cc2c(NC(Cc3ccccc3)N[S]2(=O)=O)cc1C(F)(F)F,-211.55042000000503
153,CCC1NC(=O)c2cc(c(Cl)cc2N1)[S](N)(=O)=O,-152.70673999999917
154,NC(CCCN=C(N)N)C(O)=O,-124.76797999999826
155,C,-17.605459999999994
156,CC,-30.230760000000032
157,C=C,-24.322730000000035
158,C#C,-18.448129999999992
159,CN,-28.108389999999986
160,C#N,-17.629009999999994
161,CCC,-42.89868000000007
162,CC#C,-31.389909999999986
163,ClC=C,-23.681359999999927
164,CCN,-40.90841
165,CC#N,-30.59334000000007
166,NC=O,-28.886879999999906
167,ON=C,-27.09850999999992
168,CSC,-33.35597000000007
169,C1CO1,-28.94608000000005
170,BrC(Br)Br,-12.919739999999933
171,CC(C)Br,-41.60127
172,ClC(Cl)Br,-14.10717000000011
173,CC(C)I,-41.01821999999993
174,CC(C)N,-53.52914999999996
175,IC(I)I,-11.129400000000032
176,CC1CN1,-47.31776000000002
177,C[As](C)(O)=O,-46.728360000000066
178,CC(C)(C)N,-66.3637399999999
179,CC(C)(C)O,-61.11783000000014
180,CC(F)(F)Cl,-31.133899999999812
181,FC(F)(F)F,-20.582270000000108
182,C[S](O)(=O)=O,-37.16571999999974
183,CC(C)(O)C#N,-61.25710000000004
184,FC(F)(F)CCl,-31.72687999999971
185,OCC(F)(F)F,-37.7366999999997
186,[O-]C(=O)C(Br)(Br)Br,-26.59398000000033
187,CC(=O)C(C)(C)C,-81.2875499999991
188,CC(C)(C)C(O)=O,-74.42830999999887
189,CC(Cl)(Cl)C(O)=O,-47.45870999999988
190,CC(O)C(Cl)(Cl)Cl,-45.90188999999941
191,OC(=O)C(Cl)(Cl)Cl,-33.48865999999998
192,OC(=O)C(F)(F)Cl,-36.57097999999996
193,OC(=O)C(F)(F)F,-38.11785000000009
194,FC(F)(Cl)C(Cl)(Cl)Cl,-28.303599999999733
195,FC(Cl)(Cl)C(F)(Cl)Cl,-28.226360000000113
196,FC(F)(F)C(F)(F)Cl,-32.840740000000096
197,FC(F)(F)C(F)(F)F,-34.30868999999984
198,CC1(C)C2CCC1(C)C(=O)C2,-121.48392999999874
199,OC1(C(=O)NC(=O)NC1=O)C2(O)C(=O)NC(=O)NC2=O,-153.52267000000165
200,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,-295.1855700000124
201,CC(C)(CO)[N+]([O-])=O,-74.58766999999898
202,CC(Cl)C(Cl)(Cl)C(O)O,-64.58031999999912
203,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-99.72867999999926
204,COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,-212.17493999999851
205,CCOc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,-224.95644999999877
206,Cc1cc(ccc1N)C(O)(c2ccc(N)cc2)c3ccc(N)cc3,-234.95733999999948
207,OC(c1ccccc1)(c2ccccc2)c3ccccc3,-189.03650999999854
208,CC1(C(=O)NC(=O)NC1=O)c2ccccc2,-142.41017999999985
209,Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4,-207.94990000000053
210,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,-157.30845999999883
211,N[S](=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,-177.11038000000053
212,CC(CO)(CO)[N+]([O-])=O,-79.71514999999954
213,CCC(C)(O)CC,-86.3222899999987
214,CCC(C)(O)C#C,-74.6574299999993
215,CCO[P](=O)(C#N)N(C)C,-98.57806999999912
216,NC(CO)(CO)CO,-81.99980999999843
217,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,-281.2333000000117
218,OC(=O)CC(O)(CC(O)=O)C(O)=O,-104.41066000000001
219,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,-179.47053999999935
220,CCC(CO)(CO)CO,-96.55007999999816
221,[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,-139.5278000000044
222,CCC(C)(CC)OC(N)=O,-110.57017999999812
223,Cc1ccc(O[P](=O)(Oc2ccc(C)cc2)Oc3ccc(C)cc3)cc1,-241.3372400000003
224,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,-190.33076999999776
225,CCCCO[P](=O)(CCCC)OCCCC,-181.98693999999796
226,CCCCOCCO[P](=O)(OCCOCCCC)OCCOCCCC,-278.51377000001594
227,CO[P](=S)(OC)SCc1nc(N)nc(N)n1,-141.68104999999923
228,CC1=CC(=O)CC(C)(C)C1,-109.03194999999846
229,CC(C)(N=NC(C)(C)C#N)C#N,-122.04744999999866
230,CC(C)=CCCC(C)(O)C=C,-125.84730999999806
231,BrCC(Br)Br,-25.799849999999992
232,CC(Br)CBr,-40.08555000000001
233,CCC(C)C,-68.24387999999999
234,CC(=C)C=C,-56.95628999999997
235,CC(C)CN,-66.14553000000001
236,CC(C)C=O,-55.57633999999996
237,CC(=C)C=O,-49.89895000000001
238,CCC(C)Cl,-55.095040000000154
239,CC(Cl)CCl,-41.57553999999993
240,ClCC(Cl)=C,-35.823830000000044
241,CC(=O)CCl,-42.4509700000001
242,CC(O)CN,-58.90280999999993
243,CCC(Cl)Cl,-41.47397999999998
244,OC(=O)CBr,-34.74569999999994
245,OC(=O)C=C,-43.20739000000003
246,CNC(C)=O,-54.31442000000004
247,NNC(N)=S,-47.33069999999998
248,CC(=O)OO,-38.69774000000007
249,BrC(Br)C(Br)Br,-24.22948999999994
250,OC(=O)C(Cl)Cl,-34.473509999999806
251,CC(C)[N+]([O-])=O,-56.67375999999922
252,CC(C)(CO)C(O)C(=O)NCCC(O)=O,-147.0706099999984
253,CC1(C)OC(=O)C[C@@H]1C([O-])=O,-95.74579999999924
254,CC1(C)C2CCC(C2)C1=C,-115.52248999999847
255,CC(C)(OO)c1ccccc1,-106.33365999999887
256,CC(C)c1sc(N[S](=O)(=O)c2ccc(N)cc2)nn1,-168.70956999999908
257,CC(C)(OOC(C)(C)c1ccccc1)c2ccccc2,-199.66043999999874
258,CCC(C)(C)c1ccc(O)cc1,-129.06029999999828
259,CC(C)(O)C1CCC(C)(O)CC1,-137.60282999999754
260,CC1=CCC2CC1C2(C)C,-115.19526999999835
261,CC(O)C(N)C(O)=O,-77.54621999999904
262,CC(=O)C1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@]12C,-251.40783999999894
263,CN1C(c2ccc(Cl)cc2)[S](=O)(=O)CCC1=O,-142.82570999999962
264,CC(C)(CO)[C@@H](O)C(=O)NCCCO,-146.17754999999806
265,CC(=O)c1c(C)c(c(c(c1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,-189.11295999999902
266,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,-310.6499200000153
267,Oc1cc(O)c2C(=O)c3ccccc3C(=O)c2c1O,-153.29255000000012
268,CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O,-205.32610000000022
269,CC(=O)CC(c1ccc(Cl)cc1)C2=C(O)Oc3ccccc3C2=O,-204.5907999999995
270,Oc1ccc(cc1)C(c2ccc(O)cc2)c3ccccc3C(O)=O,-213.36214999999947
271,COc1c2occc2c(OC)c3C(=O)C=C(C)Oc13,-161.04728999999907
272,Cc1ccc2C(=O)c3ccccc3C(=O)c2c1N,-160.659529999999
273,O[S](=O)(=O)c1cccc2C(=O)c3cccc(c3C(=O)c12)[S](O)(=O)=O,-175.28229000000465
274,Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-111.89150000000018
275,CN1CCN(CC1)C(c2ccccc2)c3ccccc3,-207.21525999999812
276,CN1N(c2ccccc2)C(=O)C(=C1C)N,-145.13591999999835
277,CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,-157.23285999999825
278,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14,-268.8113000000076
279,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,-305.39107000000877
280,CN1C=CC(=O)c2ccccc12,-111.78197999999884
281,Oc1cccc2c(O)cccc12,-106.5328299999992
282,COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(C)=C,-260.3097400000088
283,O[P](O)(=O)O[C@H]1[C@H](O[P](O)(O)=O)[C@@H](O[P](O)(O)=O)[C@H](O[P](O)(O)=O)[C@@H](O[P](O)(O)=O)[C@H]1O[P](O)(O)=O,-268.9896899999894
284,Cc1cc2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)CO)c2cc1C,-244.9454800000085
285,c1ccc(cc1)c2ccccc2c3ccccc3,-171.33663999999817
286,COc1ccc2nccc(C(=O)C3CC4CCN3CC4C=C)c2c1,-232.87716999999884
287,Oc1ccc2C(=O)c3cc(O)ccc3C(=O)c2c1,-147.68422999999984
288,O=C(OC1CCCCC1)c2ccccc2C(=O)OC3CCCCC3,-239.06670999999824
289,O=C(Oc1ccccc1)c2ccccc2C(=O)Oc3ccccc3,-207.55230999999958
290,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-248.87198999999828
291,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,-349.97600000001694
292,COc1c2C=CC(=O)Oc2cc3OC(C)(C)C=Cc13,-169.70940999999948
293,CN1C(=O)N(C)c2nc(Cl)[nH]c2C1=O,-116.39561999999933
294,OC(=O)c1ccccc1C(=O)c2ccc(Cl)cc2,-146.64315999999917
295,OC(=O)c1ccccc1C(=O)c2ccc(O)cc2,-152.76934999999958
296,Cc1cccc(NC(=O)c2ccccc2C(O)=O)c1,-171.36271999999872
297,Nc1ccc(c2cc(ccc12)[S](O)(=O)=O)[S](O)(=O)=O,-145.93469000000005
298,Nc1ccc(c2ccc(cc12)[S](O)(=O)=O)[S](O)(=O)=O,-146.03166999999985
299,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,-259.9171899999992
300,N#CC(c1ccccc1)c2ccccc2,-141.28898999999865
301,CO[P](=S)(OC)SCN1N=Nc2ccccc2C1=O,-159.53871000000026
302,OC(=O)c1cccc2cccnc12,-112.41620999999941
303,COc1cc(C=O)cc(OC)c1OC,-125.5421299999989
304,CC(C)CCOC(=O)c1ccccc1O,-147.67935999999827
305,OCCOC(=O)c1ccccc1O,-114.61165999999866
306,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C([O-])=O,-164.08245999999872
307,Clc1ncnc2nc[nH]c12,-79.47071999999957
308,CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,-170.53203999999914
309,Cc1cccc(C)c1N,-96.61484999999857
310,Cc1cccc(Cl)c1O,-77.7657299999994
311,Oc1cccc(O)c1O,-76.35644999999886
312,OC(C(O)C(O)=O)C(O)=O,-78.0986799999996
313,Brc1c(Br)c(Br)c(Br)c(Br)c1Br,-51.27733999999987
314,ClN1C(=O)N(Cl)C(=O)N(Cl)C1=O,-66.01101000000017
315,OCC(O)C(O)C(O)CO,-94.71621999999843
316,Cc1cc(O)cc(C)c1Cl,-90.85803999999894
317,Oc1c(Cl)cc(Cl)cc1Cl,-63.53096999999957
318,CC(=O)c1sccc1,-68.92927999999938
319,CC(C)(C)c1ccccc1O,-116.39309999999841
320,Oc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,-94.1901399999997
321,OC(=O)c1ccccc1Br,-77.47432999999933
322,CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,-143.58185999999887
323,Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-106.31433000000015
324,NC(=O)c1ccccc1C(N)=O,-108.63888999999881
325,OC(=O)c1ccccc1C(O)=O,-97.61473999999907
326,COc1ccc(OC)c(c1)[N+]([O-])=O,-108.98942999999872
327,OC(=O)Cc1ccccc1C(O)=O,-110.57061999999951
328,Nc1ccc(Cl)cc1[N+]([O-])=O,-84.37428999999952
329,Oc1ccc(Cl)cc1[N+]([O-])=O,-78.73268000000007
330,OCC(O)C(O)C1OC(=O)C(O)C1O,-120.40730999999914
331,CC(C)c1cc(Cl)c(C)cc1O,-116.04964999999834
332,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,-131.91473999999766
333,CC(C)C1CCC(C)CC1=O,-126.79146999999784
334,OC(=O)c1ccc(O)cc1O,-89.9402099999993
335,COc1ccccc1N,-88.78030999999919
336,Brc1cccc2ccccc12,-94.2422499999991
337,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1,-195.01773999999705
338,COC(=CC(O)=O)C(=O)C(C)=C,-106.11290999999892
339,OCC1OC(=O)C(O)C(O)C1O,-102.474009999999
340,CN(C)c1ccc(cc1)C(=O)c2ccc(cc2)N(C)C,-200.3217699999982
341,N#Cc1ccccc1C#N,-86.14263999999957
342,C1CCC2CCCCC2C1,-121.71793999999818
343,c1ccc2nccnc2c1,-91.7227599999992
344,Nc1ccc2ccccc2c1,-106.71433999999886
345,Nc1nc(N)nc(n1)c2ccccc2,-132.51507999999876
346,CN(C)CCN(Cc1sccc1)c2ccccn2,-180.88724999999795
347,Oc1ccc(cc1O)c2ccccc2,-126.61421999999902
348,c1ccc(cc1)c2cccc(c2)c3ccccc3,-171.39221999999836
349,[Cl-].CN(C)c1ccc2nc3cc(C)c(N)cc3[s+]c2c1,-182.39804999999888
350,Oc1cc2ccccc2cc1O,-106.50796999999898
351,CCN(CCO)c1ccccc1,-126.58083999999803
352,Nc1ccc2cc3ccc(N)cc3nc2c1,-151.16862999999876
353,CC(=O)c1ccc(cc1)c2ccccc2,-141.54234999999835
354,[O-][N+](=O)c1ccc(cc1)c2ccccc2,-129.51540999999906
355,COc1ccc(OC)c(C=O)c1,-108.22631999999885
356,CC(=O)c1ccc2ccccc2c1,-121.42532999999844
357,OC(=O)c1ccc2ccccc2n1,-112.29836999999952
358,COc1ccccc1OCC(O)CO,-131.35537999999815
359,COc1ccc(CC=C)cc1OC,-127.76214999999866
360,Cc1ccc2ccc(C)nc2c1,-119.49546999999893
361,ClCC(=O)N(CC=C)CC=C,-105.1531099999986
362,OC(=O)CCCOc1cc(Cl)c(Cl)cc1Cl,-119.97352999999885
363,CC(=O)CC(=O)c1ccccc1,-111.53088999999886
