Smiles,Change-Energy
BrCC(Br)Br,-25.799849999999992
CC(Br)CBr,-40.08555000000001
CCC(C)C,-68.24387999999999
CC(=C)C=C,-56.956289999999974
CC(C)CN,-66.14553000000001
CC(C)C=O,-55.57633999999996
CC(=C)C=O,-49.898950000000006
CCC(C)Cl,-55.095040000000154
CC(Cl)CCl,-41.575539999999926
ClCC(Cl)=C,-35.82383000000005
CC(=O)CCl,-42.4509700000001
CC(O)CN,-58.90280999999993
CCC(Cl)Cl,-41.473979999999976
OC(=O)CBr,-34.74569999999994
OC(=O)C=C,-43.20739000000003
CNC(C)=O,-54.31442000000004
NNC(N)=S,-47.33069999999998
CC(=O)OO,-38.697740000000074
BrC(Br)C(Br)Br,-24.22948999999994
OC(=O)C(Cl)Cl,-34.47350999999981
CC(C)[N+]([O-])=O,-56.67375999999922
CC(C)(CO)C(O)C(=O)NCCC(O)=O,-147.0706099999984
CC1(C)OC(=O)C[C@@H]1C([O-])=O,-95.74579999999924
CC1(C)C2CCC(C2)C1=C,-115.5224899999985
CC(C)(OO)c1ccccc1,-106.33365999999887
CC(C)c1sc(N[S](=O)(=O)c2ccc(N)cc2)nn1,-168.70956999999908
CC(C)(OOC(C)(C)c1ccccc1)c2ccccc2,-199.66043999999874
CCC(C)(C)c1ccc(O)cc1,-129.06029999999828
CC(C)(O)C1CCC(C)(O)CC1,-137.60282999999754
CC1=CCC2CC1C2(C)C,-115.19526999999836
CC(O)C(N)C(O)=O,-77.54621999999905
CC(=O)C1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@]12C,-251.40783999999888
CN1C(c2ccc(Cl)cc2)[S](=O)(=O)CCC1=O,-142.82570999999962
CC(C)(CO)[C@@H](O)C(=O)NCCCO,-146.17754999999806
CC(=O)c1c(C)c(c(c(c1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,-189.11295999999905
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,-310.6499200000153
Oc1cc(O)c2C(=O)c3ccccc3C(=O)c2c1O,-153.29255000000012
CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O,-205.32610000000028
CC(=O)CC(c1ccc(Cl)cc1)C2=C(O)Oc3ccccc3C2=O,-204.5907999999995
Oc1ccc(cc1)C(c2ccc(O)cc2)c3ccccc3C(O)=O,-213.36214999999947
COc1c2occc2c(OC)c3C(=O)C=C(C)Oc13,-161.0472899999991
Cc1ccc2C(=O)c3ccccc3C(=O)c2c1N,-160.659529999999
O[S](=O)(=O)c1cccc2C(=O)c3cccc(c3C(=O)c12)[S](O)(=O)=O,-175.28229000000462
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-111.8915000000002
CN1CCN(CC1)C(c2ccccc2)c3ccccc3,-207.2152599999981
CN1N(c2ccccc2)C(=O)C(=C1C)N,-145.13591999999838
CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,-157.23285999999825
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14,-268.8113000000076
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,-305.3910700000088
CN1C=CC(=O)c2ccccc12,-111.78197999999884
Oc1cccc2c(O)cccc12,-106.5328299999992
COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(C)=C,-260.3097400000088
O[P](O)(=O)O[C@H]1[C@H](O[P](O)(O)=O)[C@@H](O[P](O)(O)=O)[C@H](O[P](O)(O)=O)[C@@H](O[P](O)(O)=O)[C@H]1O[P](O)(O)=O,-268.9896899999894
Cc1cc2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)CO)c2cc1C,-244.9454800000085
c1ccc(cc1)c2ccccc2c3ccccc3,-171.33663999999814
COc1ccc2nccc(C(=O)C3CC4CCN3CC4C=C)c2c1,-232.8771699999989
Oc1ccc2C(=O)c3cc(O)ccc3C(=O)c2c1,-147.68422999999984
O=C(OC1CCCCC1)c2ccccc2C(=O)OC3CCCCC3,-239.06670999999824
O=C(Oc1ccccc1)c2ccccc2C(=O)Oc3ccccc3,-207.55230999999958
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-248.87198999999828
CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,-349.97600000001694
COc1c2C=CC(=O)Oc2cc3OC(C)(C)C=Cc13,-169.70940999999948
CN1C(=O)N(C)c2nc(Cl)[nH]c2C1=O,-116.39561999999931
OC(=O)c1ccccc1C(=O)c2ccc(Cl)cc2,-146.64315999999917
OC(=O)c1ccccc1C(=O)c2ccc(O)cc2,-152.7693499999996
Cc1cccc(NC(=O)c2ccccc2C(O)=O)c1,-171.36271999999872
Nc1ccc(c2cc(ccc12)[S](O)(=O)=O)[S](O)(=O)=O,-145.93469000000005
Nc1ccc(c2ccc(cc12)[S](O)(=O)=O)[S](O)(=O)=O,-146.03166999999985
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,-259.9171899999992
N#CC(c1ccccc1)c2ccccc2,-141.28898999999862
CO[P](=S)(OC)SCN1N=Nc2ccccc2C1=O,-159.53871000000024
OC(=O)c1cccc2cccnc12,-112.41620999999941
COc1cc(C=O)cc(OC)c1OC,-125.5421299999989
CC(C)CCOC(=O)c1ccccc1O,-147.67935999999833
OCCOC(=O)c1ccccc1O,-114.61165999999866
CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C([O-])=O,-164.08245999999872
Clc1ncnc2nc[nH]c12,-79.47071999999956
CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,-170.53203999999909
Cc1cccc(C)c1N,-96.61484999999857
Cc1cccc(Cl)c1O,-77.76572999999941
Oc1cccc(O)c1O,-76.35644999999886
OC(C(O)C(O)=O)C(O)=O,-78.09867999999959
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,-51.27733999999987
ClN1C(=O)N(Cl)C(=O)N(Cl)C1=O,-66.01101000000017
OCC(O)C(O)C(O)CO,-94.71621999999843
Cc1cc(O)cc(C)c1Cl,-90.85803999999894
Oc1c(Cl)cc(Cl)cc1Cl,-63.53096999999957
CC(=O)c1sccc1,-68.92927999999938
CC(C)(C)c1ccccc1O,-116.3930999999984
Oc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,-94.1901399999997
OC(=O)c1ccccc1Br,-77.47432999999933
CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,-143.58185999999887
Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-106.31433000000015
NC(=O)c1ccccc1C(N)=O,-108.6388899999988
OC(=O)c1ccccc1C(O)=O,-97.61473999999909
COc1ccc(OC)c(c1)[N+]([O-])=O,-108.98942999999872
OC(=O)Cc1ccccc1C(O)=O,-110.57061999999952
Nc1ccc(Cl)cc1[N+]([O-])=O,-84.37428999999952
Oc1ccc(Cl)cc1[N+]([O-])=O,-78.73268000000007
OCC(O)C(O)C1OC(=O)C(O)C1O,-120.40730999999914
CC(C)c1cc(Cl)c(C)cc1O,-116.04964999999834
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,-131.91473999999766
CC(C)C1CCC(C)CC1=O,-126.79146999999784
OC(=O)c1ccc(O)cc1O,-89.9402099999993
COc1ccccc1N,-88.78030999999918
Brc1cccc2ccccc12,-94.24224999999909
C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1,-195.01773999999702
COC(=CC(O)=O)C(=O)C(C)=C,-106.11290999999892
OCC1OC(=O)C(O)C(O)C1O,-102.47400999999901
CN(C)c1ccc(cc1)C(=O)c2ccc(cc2)N(C)C,-200.32176999999817
N#Cc1ccccc1C#N,-86.14263999999956
C1CCC2CCCCC2C1,-121.71793999999821
c1ccc2nccnc2c1,-91.7227599999992
Nc1ccc2ccccc2c1,-106.71433999999886
Nc1nc(N)nc(n1)c2ccccc2,-132.51507999999876
CN(C)CCN(Cc1sccc1)c2ccccn2,-180.887249999998
Oc1ccc(cc1O)c2ccccc2,-126.61421999999901
c1ccc(cc1)c2cccc(c2)c3ccccc3,-171.3922199999984
[Cl-].CN(C)c1ccc2nc3cc(C)c(N)cc3[s+]c2c1,-182.3980499999989
Oc1cc2ccccc2cc1O,-106.507969999999
CCN(CCO)c1ccccc1,-126.58083999999805
Nc1ccc2cc3ccc(N)cc3nc2c1,-151.16862999999873
CC(=O)c1ccc(cc1)c2ccccc2,-141.54234999999838
[O-][N+](=O)c1ccc(cc1)c2ccccc2,-129.51540999999906
COc1ccc(OC)c(C=O)c1,-108.22631999999884
CC(=O)c1ccc2ccccc2c1,-121.42532999999844
OC(=O)c1ccc2ccccc2n1,-112.29836999999952
COc1ccccc1OCC(O)CO,-131.35537999999815
COc1ccc(CC=C)cc1OC,-127.76214999999868
Cc1ccc2ccc(C)nc2c1,-119.49546999999892
ClCC(=O)N(CC=C)CC=C,-105.15310999999859
OC(=O)CCCOc1cc(Cl)c(Cl)cc1Cl,-119.97352999999883
CC(=O)CC(=O)c1ccccc1,-111.53088999999886
O=C(OC(=O)c1ccccc1)c2ccccc2,-147.13565999999946
CC(C)OC(=O)COc1ccc(Cl)cc1Cl,-132.8890299999989
CC(C)COC(=O)c1ccc(N)cc1,-140.49465999999802
CCOc1ccc(cc1)C(=O)OCCN(CC)CC,-195.42286999999808
CCCCOC(=O)c1ccc(N)cc1,-140.43611999999848
[I-].CN1C=CC=C\C1=C/[NH+]=O,-93.76881999999887
CCCCOC(=O)COc1ccc(Cl)cc1Cl,-145.36478999999832
Cc1cc(Cl)ccc1OCCCC(O)=O,-134.36181999999917
Clc1ccc(OCCOC(=O)c2ccccc2)c(Cl)c1,-162.97154999999975
CCCC(O)C(CC)CO,-116.74570999999789
CCN(CC)C(=S)SCC(Cl)=C,-111.78866999999832
CCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CC,-254.1299100000024
C\C(NO)=C(/C)N=O,-74.502199999999
Cc1ccc(N)cc1C,-96.88725999999859
Cc1ccc(Cl)c(Cl)c1,-71.74865999999929
Oc1ccc(Cl)c(Cl)c1,-64.16995999999949
CCOC(=O)C(=O)OCC,-91.9119699999992
ClCC(Br)CBr,-39.24505999999974
OCC(Br)CBr,-45.103429999999435
ClCC(Cl)CCl,-40.75728999999957
CCC(N)CO,-71.55365999999981
OCC(O)CCl,-52.75635999999918
CC\C(C)=N\O,-65.41723999999999
COC(=O)CCl,-47.634499999999434
CC1CCCO1,-68.31247000000008
O=C1CCCO1,-56.21247999999946
O=C1OCCO1,-48.575789999999635
CC(O[P](C)(F)=O)C(C)(C)C,-115.21768999999813
CC(C)(C)c1ccc(O)c(c1)C(C)(C)C,-167.14337999999725
CC(C)N(CCO)C(C)C,-121.63819999999778
CC(C)[C@H](NC(C)=O)C(O)=O,-111.15045999999849
CN1CCCCC1C(=O)Nc2c(C)cccc2C,-191.13862999999765
COc1ccc(N)c(c1)[N+]([O-])=O,-102.6250499999992
Oc1c(Cl)cc(Cl)cc1Sc2cc(Cl)cc(Cl)c2O,-127.13874999999962
Cc1ccccc1N=Nc2ccc(N)c(C)c2,-167.92761999999814
NC(=O)NC1NC(=O)NC1=O,-95.92770999999901
CCCC(C)C(O)=O,-87.03924999999892
CCOC(=O)C(C)O,-79.34283999999889
OC(=O)CC(=C)C(O)=O,-74.71717999999942
CC(C)COC(=O)C(C)C,-112.07273999999822
CCC(CC)CO,-86.00197999999888
OCC1CCCO1,-73.53846999999881
OCc1occc1,-62.57149999999933
Nc1cccc(c1)C(F)(F)F,-86.27988999999891
CC(C)(C)c1ccc(O)c(O)c1,-121.79595999999832
COc1ccc(cc1N)[S](O)(=O)=O,-108.49371999999948
Nc1cc(ccc1C(O)=O)[S](O)(=O)=O,-109.79125999999953
CC(C)(C)C1CCC(O)CC1,-131.7819299999976
CC1=CC[C@@H](CC1)C(C)(C)O,-126.69838999999772
Cl[S](=O)(=O)c1ccc(I)cc1,-71.44982999999957
CC(N)c1ccccc1,-96.35896999999865
CC(O)c1ccccc1,-91.04250999999886
ClC(Cl)c1ccccc1,-71.53892999999924
OC(=O)c1ccccn1,-76.88398999999959
OCc1ccccc1O[C@@H]2O[C@H](COC(=O)c3ccccc3)[C@@H](O)[C@H](O)[C@H]2O,-249.2632000000085
COC(=O)c1cc(O)c(O)c(O)c1,-107.23595999999908
Nc1c(Cl)cc(cc1Cl)[N+]([O-])=O,-83.64232999999967
OC(=O)C1=CC(=O)C=C(O1)C(O)=O,-94.54962999999952
CC(=C)C1CC=C(C)C(=O)C1,-115.96545999999876
Nc1cc(ccc1O)[N+]([O-])=O,-90.30536999999958
COc1ccc(cc1N)[N+]([O-])=O,-102.53419999999916
CCC(C)c1ccc(O)cc1,-116.45968999999832
CC1CCC(CC1)C(C)C,-126.44472999999789
CC(C)C1=CCC(=CC1)C,-115.8529399999984
Oc1ccc(cc1)[N+]([O-])=O,-79.42734999999948
OC(=O)c1ccc(cc1)C(O)=O,-97.80302999999913
CCN(CC)CCO,-96.3350199999984
C=CC1CCC=CC1,-90.01601999999978
NCc1ccccc1,-83.56084999999963
N#Cc1ccncc1,-71.28273999999942
N#Cc1cccnc1,-71.32462999999963
OCc1cccnc1,-76.36141999999927
ON=C1CCCCC1,-85.7586199999987
OCC1CCCCO1,-86.13692999999876
CCN1CCOCC1,-91.06969999999865
Cc1cccc(C=C)c1,-92.80677999999877
CC(Oc1cccc(Cl)c1)C(O)=O,-108.65252999999892
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,-149.26533999999856
ClCC#CCOC(=O)Nc1cccc(Cl)c1,-127.55486999999948
CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)c3ccccc3,-211.04314999999852
Oc1ccc(Cc2ccccc2)cc1,-133.9181099999987
Nc1ccc(Cc2ccc(N)cc2)cc1,-150.4744299999984
NC(Nc1ccccc1)=Nc2ccccc2,-155.58700999999837
O=C(Nc1ccccc1)Nc2ccccc2,-150.8172499999987
CCc1cc(CC)cc(CC)c1,-136.69766999999797
CCN(CC)CN(CC)CC,-139.42135999999755
CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,-224.22444999999743
C=CCN(CC=C)CC=C,-111.91134999999828
OCCN(CCO)CCO,-106.80073999999807
CCCCN(CCO)CCCC,-147.03856999999743
CCCCN(CCCC)CCCC,-167.06323999999677
CCCCC(CC)COC(=O)C=C,-144.1186399999974
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,-295.0179899999994
BrCCc1ccccc1,-84.26742999999873
CNCc1ccccc1,-96.05286999999862
CCNc1ccccc1,-96.40428999999857
CN(C)Cc1ccccc1,-108.55406999999857
CC(=O)Nc1ccc(C)cc1,-110.06263999999895
CC(=O)Nc1ccc(cc1)[N+]([O-])=O,-110.99155999999948
