,Smiles,CorrectionEnergy
73,CC1=C(C)C(=CC=C1)O,-6.3892093865008945
74,CC1=CC=CC(=C1O)C,-6.373469386500858
75,O=C1NNC(=O)C=C1,1.2767768094156793
76,O=C1NC=CC(=O)N1,-0.4205531905842861
77,O=C1NC(=O)C2(CCC2)C(=O)N1,34.48047236736244
78,CC1=CC(=C(C)C=C1C)C,-4.515815208125531
79,NC(=O)C1=CC=CC=C1,-5.783144870704916
80,ClC1=CC=C(Cl)C=C1,-4.926339236226816
81,OC(=O)C1=CC=CC=C1,-4.742367706380136
82,CCC1(CC)C(=O)NC(=O)NC1=O,33.94619371006297
83,OC1=CC=C(C=O)C=C1,-3.972577706380065
84,CC1(CC=C)C(=O)NC(=O)NC1=O,37.81942106153389
85,OC1=CC=CC(=C1)C=O,-4.060407706380005
86,NC(=O)C1=CC=CN=C1,-8.298417706380278
87,OC(=O)C1=CN=CC=C1,-7.262730542055607
88,NC(=O)C1=CN=CC=N1,-10.678860542055446
89,CC1=CC(=C(C)C(=C1)C)O,-6.022750879475609
90,CC1=CC(=C(O)C(=C1)C)C,-5.976430879475686
91,CC1=C(Cl)C=CC(=C1)O,-6.281057893526253
92,O=C1NC(=S)NC=C1,2.222696809415794
93,OC1=C(O)C(=CC=C1)O,-9.098140729201106
94,CCC(C)C1=CC=C(O)C=C1,-5.006702372450292
95,CCC1(C(C)C)C(=O)NC(=O)NC1=O,34.61819221708811
96,CCC1(CC=C)C(=O)NC(=O)NC1=O,38.40855956855904
97,CC1=C(C)C(=C(C)C(=C1)C)C,-3.984986701100013
98,CC(=O)NC1=CC=CC=C1,-5.281686363679839
99,FC1=CNC(=O)NC1=O,-0.6700131905845126
100,CCC1(CC)C(=O)NC(=O)N(C)C1=O,34.76109221708839
101,O=C1NC(=O)C2(CCCCC2)C(=O)N1,35.00978938141327
102,CNC(C)C(O)C1=CC=CC=C1,-6.612316701100241
103,OC(=O)CC1=CC=CC=C1,-4.265949199354807
104,CC(C)(C)C1=CC=C(O)C=C1,-5.05007237245016
105,CC1=CC=C(C=C1)C(O)=O,-4.390209199354871
106,CC1=CC=CC(=C1)C(O)=O,-4.358339199355072
107,CCC1(CC)C(=O)NC(=S)NC1=O,36.56569371006276
108,OC(=O)C1=CSC=C1,3.5210966222694395
109,CC1=C(C=CC=C1)C(O)=O,-4.360699199354784
110,CC(C)C1=C(O)C=C(C)C=C1,-5.254022372450237
111,CC(C)=CCC1(C)C(=O)NC(=O)NC1=O,38.635198075584555
112,OC1=CC=C(Br)C=C1,-5.848956400551614
113,OC(=O)C1=CC=C(F)C=C1,-5.352147706380137
114,OC1=CC(=CC=C1)Br,-5.703996400551759
115,NNC(=O)C1=CC=NC=C1,-9.39881203503046
116,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,35.14402072411332
117,OC(=O)C1=C(F)C=CC=C1,-5.272077706380145
118,NC1=CC=C(C=C1)C(O)=O,-7.063162035029819
119,CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O,35.19527072411327
120,CC(C)C1(CC=C)C(=O)NC(=O)NC1=O,38.9652080755842
121,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,42.88550542705519
122,OC(=O)C1=CC=C(O)C=C1,-5.860114870705445
123,NC1=C(C=CC=C1)C(O)=O,-7.0421520350300995
124,NC(=O)C1=C(O)C=CC=C1,-6.8628420350298995
125,OC(=O)C1=CC(=CC=C1)O,-5.757714870705456
126,OC1=C(Cl)C=CC(=C1)Cl,-5.87018640055166
127,CCCCCC1(CC)C(=O)NC(=O)NC1=O,35.798199231138426
128,ClC1=CC=C(Br)C=C1,-4.155589236226469
129,NC1=CC(=CC=C1)[N+]([O-])=O,-6.221434870705423
130,OC1=C(Cl)C=CC=C1Cl,-5.8172064005515125
131,OC(=O)C1=C(O)C=CC=C1,-5.881164870705263
132,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,35.60013923113871
133,CCNC(=O)NC(=O)C(=N/OC)/C#N,-8.82922357727594
134,NC1=C(C=CC=C1)[N+]([O-])=O,-6.375094870705595
135,OC(=O)/C=C/C1=CC=CC=C1,0.14747665914137542
136,CC1=C(C)C(=C(C)C(=C1C)C)C,-3.4119081940749822
137,CC(=O)NC1=CC=C(C)C=C1,-4.878587856654477
138,OC1=CC(=CC=C1)[N+]([O-])=O,-4.887417706380205
139,CC(=O)NC1=CC(=CC=C1)C,-4.9156978566547025
140,OC1=C(C=CC=C1)[N+]([O-])=O,-5.1725977063803015
141,O=C1NC(=S)NC(=O)C12CCCCC2,37.85038938141372
142,CCC(=O)C1=CC=C(N)C=C1,-4.47326785665463
143,CC12CCC3C(CC=C4CC(O)CCC34C)C1CCC2=O,45.17575725046845
144,ClC1=CC(=CC(=C1)Cl)Cl,-4.220079236226894
145,OC(=O)C1=CC=C(Cl)C=C1,-4.10441770638009
146,ClC1=C(Cl)C(=CC=C1)Cl,-4.1154992362269525
147,CC(=O)NC1=CC=C(F)C=C1,-5.85534636368007
148,CC/C=C(C)/C1(CC)C(=O)NC(=O)NC1=O,39.51024658260931
149,OC(=O)C1=CC(=CC=C1)Cl,-4.071097706380314
150,[NH]1C=CC2=C1C=CC=C2,-27.72927640055113
151,OC(=O)COC1=CC=CC=C1,-4.539046363679645
152,COC(=O)C1=CC=C(N)C=C1,-6.013213528004812
153,OC(=O)C1=C(Cl)C=CC=C1,-4.031147706380224
154,CC12CCC3C(CCC4CC(=O)CCC34C)C1CCC2O,41.957419898997415
155,CC(=O)NC1=CC=C(O)C=C1,-6.285193528005024
156,COC(=O)C1=CC=C(O)C=C1,-4.817566363679489
157,COC1=CC=C(C=C1)C(O)=O,-4.849486363680299
158,CNC(=O)O/N=C(SC)/C(=O)N(C)C,34.82367654573744
159,CC(=O)NC1=CC=CC(=C1)O,-6.398853528005006
160,CCCCCCCC1(CC)C(=O)NC(=O)NC1=O,36.98641624518916
161,[O-][N+](=O)C1=C(Cl)C=CC=C1,-3.236440542055817
162,COC1=CC(=CC=C1)C(O)=O,-4.726356363680125
163,OC(=O)C1=CC=C(C=C1)C#N,-56.35895648669381
164,COC(=O)/C=C/C1=CC=CC=C1,1.2095051661663092
165,CC(=O)NC1=C(O)C=CC=C1,-6.280183528004699
166,COC1=C(Cl)C(=CC=C1)Cl,-4.815197893526474
167,CN(C)C(=O)NC1=CC=CC=C1,-6.345672185304068
168,OC(C(O)=O)C1=CC=CC=C1,-5.038246363679633
169,COC1=CC(=CC=C1O)C=O,-4.007646363679569
170,COC1=CC=CC=C1C(O)=O,-4.693066363680046
171,CC(C)C1(CC=C(C)C)C(=O)NC(=O)NC1=O,39.806195089635054
172,[NH]1N=NC2=C1C=CC=C2,-31.98907207190151
173,CC1=CC(=C(C=C1)C(O)=O)O,-5.613756363680196
174,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,40.35282508963485
175,CC1=CC(=C(O)C=C1)C(O)=O,-5.267976363680106
176,ClC1=CC=CC(=C1)N=C=S,1.0612924807654593
177,ClC1=CC=CC(=C1C#N)Cl,-56.50225801654017
178,CO[P](=O)(NC(C)=O)SC,34.870493673191106
179,CCCCCCCCCC1=CC=C(O)C=C1,-2.1468198373235623
180,CNC(=O)O\N=C\C(C)(C)[S](C)(=O)=O,46.72131240423391
181,[O-][N+](=O)C1=CC=CC(=C1)C=O,-0.7942018478843522
182,CCOC(=O)C1=CC=C(N)C=C1,-5.545635020979674
183,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,38.391319231138425
184,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2O,45.227777250468534
185,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,40.50527225395922
186,[O-][N+](=O)C1=C(C=O)C=CC=C1,-0.7255618478843928
187,CCC1C(=O)NC(=O)NC1=O,32.700236696012496
188,CC(=O)NC1=C(Cl)C=CC=C1,-4.650486363680017
189,NC1=CC(=C(C=C1)C(O)=O)O,-8.350169199355221
190,NC1=CC(=C(O)C=C1)C(O)=O,-7.747669199355272
191,CN1C(=O)NC(=O)C(C)(C1=O)C2=CCCCC2,40.7740222539594
192,BrC1=CC=C(Br)C=C1,-3.382829236226641
193,S=C=NC1=CC=CC(=C1)C#N,-51.2013562995478
194,COC1=CC=C(NC(C)=O)C=C1,-5.250775020979489
195,COC(=O)C1=CC=C(OC)C=C1,-3.8065378566542734
196,NC(CC1=CC=CC=C1)C(O)=O,-5.458305020979168
197,CCCCCCCCCC1(CC)C(=O)NC(=O)NC1=O,38.019503259239315
198,COC(=O)CCCNC(=O)N[C]12C[CH]3[CH2]C([CH2][CH](C3)C1)C2,37.10647874344269
199,CC(C)OC(=O)NC1=CC=CC=C1,-5.07365651395429
200,CC1=C[NH]C2=C1C=CC=C2,-27.30503789352619
201,CNCC(O)C1=CC(=C(O)C=C1)O,-8.96034953677541
202,OC(=O)C1=CC(=CC=C1O)O,-6.605212035030064
203,CCOC1=C(O)C=CC(=C1)C=O,-3.412777856654799
204,CC1=NC=C([N]1CCO)[N+]([O-])=O,-0.5149778566550367
205,C1=CC2=C(C=C1)C=CC=C2,-32.84484356487626
206,CC(=O)NC1=CC=C(C=O)C=C1,-2.175817669508362
207,COC1=C(OC)C=C(C=O)C=C1,-2.90346785665443
208,COC1=CC(=C(OC)C=C1)C=O,-2.878477856654527
209,NC1=NC(=NC(=N1)NC2CC2)N,-17.452528043800953
210,CCCOC(=O)C1=CC=C(N)C=C1,-4.969556513954274
211,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2,41.266730760984075
212,OC1=C(Cl)C=C(Cl)C=C1Cl,-5.100536400551725
213,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,46.047985757493564
214,CN(C)C1=CC=C(C=C1)N=C=S,-0.13555483383400713
215,CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,42.999495089634934
216,COC1=CC=CC=C1OCC(O)CO,-6.684273865424984
217,CC1=NC2=C([NH]1)C=CC=C2,-29.90575072920116
218,OC(=O)C1=CC=C(Br)C=C1,-3.323867706380369
219,OC(=O)C1=CC(=O)NC(=O)N1,1.3240083392615531
220,CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,-3.2267072011956657
221,OC(=O)C1=CC(=CC=C1)Br,-3.3100277063805237
222,CCOC1=CC=C(NC(C)=O)C=C1,-4.773666513954325
223,C1=CC2=C(C=C1)C=NN=C2,-37.4320392362263
224,N#CC(=NNC1=CC=CC=C1)C#N,-108.3021795956572
225,C1=CC2=C(C=C1)N=CC=N2,-37.70621923622642
226,ClC1=C(Cl)C=C(Cl)C(=C1)Cl,-3.388329236226845
227,CC(C)C1C(=O)NC(=O)NC1=O,33.29041520303778
228,ClC1=CC(=C(Cl)C(=C1)Cl)Cl,-3.3904892362270758
229,OC1=C(F)C(=C(F)C(=C1F)F)F,-9.273366400551694
230,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,47.79887785156615
231,ClC1=C(Cl)C(=C(Cl)C=C1)Cl,-3.3443792362268496
232,OC(=O)C1=C(Br)C=CC=C1,-3.1798877063803133
233,CN(C)C=NC1=C(C)C=C(Cl)C=C1,-3.4899465139541945
234,CCCCOC(=O)C1=CC=C(N)C=C1,-4.380278006928563
235,OC(=O)C1=CC=C(C=C1)C(O)=O,-3.2426761765340473
236,OC(=O)COC1=CC=C(Cl)C=C1,-3.955636363679929
237,NC(=O)C1=CC=CC=C1C(N)=O,-5.408600505183642
238,CCCCCC(O)/C=C/C1C(O)CC(=O)C1C\C=C\CCCC(O)=O,47.9460874744841
239,OC(=O)C1=CC(=C(Cl)C=C1)Cl,-3.3307277063803156
240,CCCCOC(=O)C1=CC=C(O)C=C1,-3.2050608426037286
241,OC(=O)C1=CC(=CC=C1)C(O)=O,-3.269206176533686
242,OC(=O)C1=C(Cl)C=C(Cl)C=C1,-3.346677706380305
243,OC(=O)COC1=CC(=CC=C1)Cl,-3.987916363679844
244,OC(=O)C1=CC=C(C=C1)[N+]([O-])=O,-2.488389012209467
245,ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,50.33120202994154
246,OC(=O)COC1=C(Cl)C=CC=C1,-3.7972663636798387
247,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2=O,48.7719646019394
248,CCC1=C(CCCC1)C2(CC)C(=O)NC(=O)NC2=O,41.71589926801042
249,CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,-2.292908694169796
250,OC(=O)C1=CC=CC=C1C(O)=O,-3.0530261765338196
251,OC(=O)C1=CC(=CC=C1)[N+]([O-])=O,-2.509729012209718
252,C1=NC2=C(N=C1)N=CN=C2,-42.423044907576816
253,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,51.39778348325541
254,CC1=CC2=C(C=CC=C2)C=C1,-32.46090505785095
255,OC(=O)CNC(=O)C1=CC=CC=C1,-3.486554833833665
256,[O-][N+](=O)C1=C(Cl)C=CC(=C1)Cl,-2.499450542055712
257,[O-][N+](=O)C1=CC=C(C=C1)[N+]([O-])=O,-1.6983018478843093
258,NC1=NC=NC2=C1N=C[NH]2,-37.70645923622649
259,CCC1(C(=O)NC(=O)NC1=O)C2=CC3CCC(C3)C2,42.43313643233421
260,OC(=O)C1=NC(=CC=C1Cl)Cl,-5.532000542055627
261,CC(=O)NC1=CC=C(Br)C=C1,-3.8918163636800926
262,OC(=O)C1=C(C=CC=C1)[N+]([O-])=O,-2.2945590122093193
263,O=C1NC=NC2=C1C=N[NH]2,-29.370869049080554
264,[O-][N+](=O)C1=CC(=CC=C1)[N+]([O-])=O,-1.6984218478844895
265,OC(=O)C1=CC=C(C=C1)N=C=S,1.8464540106115948
266,O=C1NC=NC2=C1N=C[NH]2,-29.649509049080777
267,OC(=O)C1=C(C=NC=C1)C(O)=O,-5.521119012209354
268,ClC1=CC=CC(=N1)C(Cl)(Cl)Cl,-5.057813564876312
269,NC(CC1=CC=C(O)C=C1)C(O)=O,-6.493122185304443
270,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,-4.254536513954193
271,OC(=O)C1=CC(=CC=C1)N=C=S,1.9099840106116943
272,CCNC1=NC(=NC(=N1)Cl)NCC,-15.186432372450142
273,[O-][N+](=O)C1=C(C=CC=C1)[N+]([O-])=O,-1.3679218478844462
274,CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O,40.92561658260945
275,OC1=C(Br)C=C(Br)C=C1,-4.329616400551778
276,CCCCCOC(=O)CCCNC(=O)N[C]12C[CH]3[CH2]C([CH2][CH](C3)C1)C2,39.34923277154337
277,CO[P](=O)(OC)C(O)C(Cl)(Cl)Cl,35.243760650369836
278,COC1=C(OC)C=C(Cl)C(=C1)Cl,-4.691936550825972
279,ClC1C2OC2C3C1C4(Cl)C(=C(Cl)C3(Cl)C4(Cl)Cl)Cl,45.10531050009499
280,NC1=CC=CC2=C1C=CC=C2,-34.986367893525866
281,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,44.64842050009506
282,CC(C)C1=CC=C(NC(=O)N(C)C)C=C1,-4.765566664228345
283,OCC(O)C1OC(=O)C(=C1O)O,33.31891650886605
284,CC(=O)NC1=CC=C(C=C1)[N+]([O-])=O,-3.1903976695090392
285,OC1=CC=CC2=C1C=CC=C2,-33.85599072920104
286,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,47.4006346784704
287,CC1=C(OCC(O)=O)C=CC(=C1)Cl,-3.4987878566548005
288,CN(C)C(=O)NC1=NOC(=C1)C(C)(C)C,1.0565733357709632
289,CC(C)OC(=O)NC1=CC=CC(=C1)Cl,-4.46382651395443
290,CC(C)NCC(O)COC1=C(CC=C)C=CC=C1,-0.4930639788279336
291,CC(=O)OC1=CC=C(C=C1)[N+]([O-])=O,-1.7022805051843335
292,CC(C)N(C(=O)CCl)C1=CC=CC=C1,-2.2820408426040046
293,OC(=O)C1=CC=C(I)C=C1,-2.766717706380504
294,OC1=CC=CC2=C1N=CC=C2,-36.473923564875975
295,CC(OC1=CC=C(Cl)C=C1)C(O)=O,-3.5101078566548267
296,CC(=O)NC1=CC=CC=C1[N+]([O-])=O,-3.173067669509379
297,CC1=CC2=C(C=C1)C=C(C)C=C2,-32.07604655082572
298,OC(=O)C1=C(O)C=CC(=C1)Br,-4.507064870705506
299,CC1=CC2=C(C=CC=C2)C=C1C,-32.02809655082561
300,CCNC1=NC(=NC(=N1)Cl)NC(C)C,-14.722043865425348
301,CNC(=O)OC1=CC(=CC(=C1)C)C(C)C,-3.8752394999038984
302,OC(=O)C1=CC(=CC=C1)I,-2.7445177063804067
303,O=C1NC(=O)C2=CC=CC=C12,-2.275999012209539
304,O=C1OC2=C(C=CC=C2)C=C1,-28.166093377729993
305,CC1=C(OCCCC(O)=O)C=CC(=C1)Cl,-2.640150842604129
306,NC1=CC=C(C=C1)[S](N)(=O)=O,2.65492665914077
307,OC1=C(Cl)C(=C(Cl)C=C1Cl)Cl,-4.283326400551559
308,CCC(=O)NC1=CC(=C(Cl)C=C1)Cl,-3.3268778566547326
309,OCC1=CC=CC2=C1C=CC=C2,-33.17757222217574
310,ClC1=CC2=C(C=CC=C2)C=C1,-32.225233564876305
311,CC1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,-1.330363340859563
312,CC1=CC=CC2=C1C=CC=C2C,-31.99060655082566
313,COC(=O)C1=CC=C(C=C1)C(=O)OC,-1.1913691624835252
314,CCCCC1=C(C)N=C(NC1=O)N(C)C,-3.6632138285534097
315,C1=CC=C(C=C1)C2=CC=CC=C2,-39.70940505785089
316,CC1CCCCC1NC(=O)NC2=CC=CC=C2,-3.2099324858537557
317,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,-4.593825321528101
318,O=C1OC(=O)C2=CC=CC=C12,-0.5999918478840129
319,CC(=O)NC1=CC=C(OC(C)=O)C=C1,-2.92204632680928
320,CC(CCC(O)=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,42.9428581054612
321,ClC1=C(Cl)C(=C(Cl)C(=C1)Cl)Cl,-2.5483492362270965
322,CCOC(=O)C1(CCN(C)CC1)C2=CC=CC=C2,-0.5207968145034556
323,CN(CC1=CC=C(Cl)N=C1)C(C)=NC#N,-57.558038129943256
324,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,49.99629161598881
325,ClC1=C(Cl)C2(Cl)C3CO[S](=O)OCC3C1(Cl)C2(Cl)Cl,48.5530263585901
326,IC1=CC=C(I)C=C1,-2.2743392362265524
327,C1CC2=CC=CC3=CC=CC1=C23,-31.18268938650094
328,NC(=O)N/N=C/C1=CC=C(O1)[N+]([O-])=O,4.078445353311977
329,CC(=O)NC1=CC=C(I)C=C1,-3.3332163636797674
330,C1=NC=CC(=C1)C2=CC=NC=C2,-44.78726072920088
331,OC1=C(C=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,-2.5516890122092803
332,OC(=O)COC1=CC(=C(Cl)C=C1)Cl,-3.1702063636795685
333,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,48.985124451663836
334,C(CC1=CC=CC=C1)C2=CC=CC=C2,-38.561578043800296
335,OC1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,-2.5119890122094546
336,CC(C)NC1=NC(=NC(=N1)Cl)NC(C)C,-14.158535358400314
337,C1=CC=C(N=C1)C2=NC=CC=C2,-44.685320729201095
338,OC(=O)COC1=C(Cl)C=C(Cl)C=C1,-3.203466363680164
339,NC(CC1=CC=C(O)C(=C1)O)C(O)=O,-7.45173934962952
340,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,-15.632309687049542
341,ClC(Cl)(Cl)C(NC=O)N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl,35.51068187966234
342,CCNC1=NC(=NC(=N1)Cl)N(CC)CC,-13.808665358400276
343,COC1=C(Cl)C(=C(Cl)C(=C1)Cl)Cl,-3.3044378935265684
344,COC1=C(Cl)C(=C(Cl)C=C1Cl)Cl,-3.262417893526248
345,BrC1=CC(=CC(=C1)Br)Br,-1.9146492362269996
346,ClC1=CC2=C(OC(=O)N2)C=C1,-22.747596213405473
347,CON(C)C(=O)NC1=CC=C(Cl)C=C1,-5.328579349629891
348,CN(C)C(=O)NC1=CC(=C(Cl)C=C1)Cl,-5.020592185304423
349,BrC1=CC(=C(Br)C=C1)Br,-1.8992292362268302
350,OC(=O)C1=CC=C(Cl)C(=C1)[N+]([O-])=O,-1.7002390122091668
351,OC(=O)CCCOC1=C(Cl)C=C(Cl)C=C1,-2.335549349629318
352,OC(=O)C1=C(C=CC(=C1)Cl)[N+]([O-])=O,-1.5758990122093195
353,N(C1=CC=CC=C1)C2=CC=CC=C2,-41.63200938650067
354,COC1=CC=CC=C1OCC(O)COC(N)=O,-6.19389949990375
355,OC(=O)CC1=CC(=C(OCC=C)C=C1)Cl,1.3829865088668498
356,CC1=CC=C(C)C2=C1C=CC=C2C,-31.347618043800253
357,CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,3.236839344541636
358,CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,-8.125623678279482
359,CCC1(CCC(=O)NC1=O)C2=CC=CC=C2,0.1542135229174164
360,OC(=O)C1=C(C(=CC=C1)Cl)[N+]([O-])=O,-1.462809012209462
361,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,-1.854469312758681
362,OC1=CC=CC2=C1C=CC=C2O,-34.88264789352601
363,NNC1=NN=CC2=C1C=CC=C2,-40.44337789352615
364,COC1=C(C(O)=O)C(=CC=C1Cl)Cl,-3.2329563636796053
365,O(C1=CC=CC=C1)C2=CC=CC=C2,-40.20394222217578
366,ClCC#CCOC(=O)NC1=CC(=CC=C1)Cl,-52.12060096561835
367,COC1=C(OC)C(=C(Cl)C(=C1)Cl)Cl,-3.8753465508260803
368,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,49.348472958689
369,C[S](=O)(=O)OCCCCO[S](C)(=O)=O,55.606592404233865
370,CCNC1=NC(=NC(=N1)SC)NC(C)C,-14.008582522725021
371,C1=CC=C(C=C1)\C=C\C2=CC=CC=C2,-34.79589069232935
372,OC1=CC=C(C=C1)C2=CC=CC=C2,-40.77061222217573
373,OC(=O)CC1=C(Cl)C=CC(=C1Cl)Cl,-2.2682291993551758
374,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2C(=O)CO,49.30033445166444
375,OC(CCN1CCCC1)(C2CCCCC2)C3=CC=CC=C3,-0.10161580922368785
376,CCNC1=NC(=NC(=N1)NC(C)(C)C#N)Cl,-66.06715264573889
377,CC1=C(O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,-2.2337605051844207
378,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,-5.191913978827699
379,CNC(NCCSCC1=C(C)[NH]C=N1)=NC#N,-53.38322544454249
380,OC1=CC=CC=C1C2=CC=CC=C2,-40.788272222175934
381,CC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4C3CCC12C)C#C,0.16109999999991942
382,CNC(=O)OC1=C2OC(C)(C)CC2=CC=C1,-3.7999394999048093
383,CCSC(=O)COC1=C(C)C=C(Cl)C=C1,0.15356915739556598
384,CC(OC1=C(Cl)C=C(Cl)C=C1)C(O)=O,-2.8079378566548314
385,OC1=C(Br)C=C(C=C1Br)C#N,-55.87424518086523
386,C1=CC=C(C=C1)N=NC2=CC=CC=C2,-39.30636636367933
387,N(NC1=CC=CC=C1)C2=CC=CC=C2,-42.82566371515051
